order_id;customer_name;customer_email;phone;order_date;order_amount;product_category;city;status
ORD-2024-001319;elena kozlova;dssacd@mail.ru;79991234567;2024-01-29;14219,60;electronics;екатеринбург;shipped
ORD-2024-000765;john smith;ivqynvekd@mail.ru;8(999)123-45-67;08-02-2024;42,745,70 руб;Clothing;Yekaterinburg;PAID
ORD-2024-000902;Peter Wilson;tkyxujhs@mail.ru;8(999)123-45-67;2024-03-14;7883,06;Electronics;екатеринбург;paid
ORD-2024-001044;elena kozlova;ipmhoeoy@gmail.com;;2024/01/10;22320,43;Home & Garden;Sankt-Petersburg;pending
ORD-2024-000894;;gvivz@mail.ru;+7 999 123 45 67;09-01-2024;32,527,29 руб;Electronics;Sankt-Petersburg;paid
ORD-2024-000584;elena kozlova;ulsxjok@gmail.com;79991234567;30-03-2024;4818,53;Home & Garden;Novosibirsk;pending
ORD-2024-000810;Peter Wilson;wocifqpxe@mail.ru;8-999-123-45-67;26-03-2024;947,11;sports;Новосибирск;paid
ORD-2024-001114;;iomghio@mail.ru;;15.02.2024;24140,01;sports;екатеринбург;PAID
ORD-2024-001561;MARY JOHNSON;mpvugf@mail.ru;;27.03.2024;19,952,74 руб;sports;Novosibirsk;Pending
ORD-2024-000466;elena kozlova;kadzswhix@yandex.ru;8-999-123-45-67;28.03.2024;47623,77;clothing;Novosibirsk;cancelled
ORD-2024-001177;MARY JOHNSON;mgrcmocu@outlook.com;+7(999)123-45-67;11-03-2024;1,124,45 руб;electronics;москва;PAID
ORD-2024-000200;Peter Wilson;invalid.email;79991234567;07.03.2024;15441,16;electronics;екатеринбург;Pending
ORD-2024-001360;elena kozlova;oxuqzwrk@mail.ru;+7(999)123-45-67;2024/01/05;38,242,35 руб;Electronics;Yekaterinburg;cancelled
ORD-2024-001621;elena kozlova;;+7(999)123-45-67;2024/02/05;14,877,27 руб;home;Novosibirsk;Paid
ORD-2024-001406;john smith;oxxorpukul@outlook.com;+7 999 123 45 67;10.01.2024;1068,50;Clothing;москва;Pending
ORD-2024-000681;Peter Wilson;hhnqk@outlook.com;8-999-123-45-67;29.03.2024;44994,00;Books;Moscow;PAID
ORD-2024-001106;;sqegudnknd@gmail.com;+7 999 123 45 67;22-03-2024;39217,11;ELECTRONICS;екатеринбург;paid
ORD-2024-000926;;ctcxlhukjp@gmail.com;;;14610,29;Clothing;Kazan;cancelled
ORD-2024-000479;MARY JOHNSON;clhppeehp@yandex.ru;8(999)123-45-67;2024/01/17;3,163,10 руб;ELECTRONICS;Новосибирск;cancelled
ORD-2024-001028;john smith;sogyzppt@yandex.ru;79991234567;21.02.2024;45318,37;books;СПб;Pending
ORD-2024-001237;MARY JOHNSON;xumqrrw@mail.ru;8-999-123-45-67;2024/02/24;37549,32;ELECTRONICS;Novosibirsk;cancelled
ORD-2024-000772;elena kozlova;uvfbadkjv@yandex.ru;8(999)123-45-67;21.03.2024;48201,05;Clothing;СПб;Pending
ORD-2024-001199;Peter Wilson;bggdry@outlook.com;8-999-123-45-67;2024/02/22;36,369,65 руб;Electronics;Novosibirsk;PAID
ORD-ORD-2024-000874;MARY JOHNSON;vnile@gmail.com;8-999-123-45-67;2024/02/12;20024,15;ELECTRONICS;Moscow;Pending
ORD-2024-000589;Peter Wilson;porpudirzn@gmail.com;79991234567;2024/02/04;11778,19;clothing;Kazan;cancelled
ORD-2024-001027;elena kozlova;zcomvlpsf@yandex.ru;8-999-123-45-67;2024-03-01;43309,46;clothing;москва;Pending
ORD-2024-000311;elena kozlova;walkwigc@gmail.com;8(999)123-45-67;19.01.2024;4936,61;sports;Novosibirsk;cancelled
ORD-2024-000057;john smith;waitdjevuv@yandex.ru;;16.02.2024;30724,47;clothing;Новосибирск;Pending
ORD-2024-000608;john smith;kzijim@outlook.com;+7 999 123 45 67;21-02-2024;14 680,15;books;Sankt-Petersburg;Cancelled
ORD-2024-000939;Peter Wilson;dycqnokz@mail.ru;+7 999 123 45 67;2024/02/24;6,591,24 руб;sports;Kazan;shipped
ORD-2024-001231;  Anna Brown  ;jfosmo@mail.ru;+7(999)123-45-67;2024/03/30;24188,29;Electronics;екатеринбург;PAID
ORD-2024-000713;Peter Wilson;udgnt@gmail.com;8(999)123-45-67;01-01-2024;27,782,07 руб;Clothing;екатеринбург;Cancelled
ORD-2024-000994;john smith;cryvzhmwey@gmail.com;79991234567;17-01-2024;15,304,16 руб;Electronics;СПб;pending
ORD-2024-000044;;paugdobtff@yandex.ru;79991234567;2024-03-17;49209,39;Electronics;Novosibirsk;paid
ORD-2024-000101;  Anna Brown  ;jcslbbsa@mail.ru;+7(999)123-45-67;22.01.2024;27819,56;Books;Novosibirsk;PAID
ORD-2024-000275;john smith;ghouqys@gmail.com;8(999)123-45-67;09-01-2024;17,692,17 руб;Home & Garden;СПб;Pending
ORD-2024-001334;elena kozlova;user.domain.com;79991234567;2024-03-31;31627,61;books;Yekaterinburg;shipped
ORD-2024-000354;elena kozlova;ymogeysc@gmail.com;8-999-123-45-67;11-02-2024;11,408,61 руб;Electronics;екатеринбург;PAID
ORD-2024-000102;Peter Wilson;llafhs@gmail.com;8(999)123-45-67;09.03.2024;10,255,18 руб;home;СПб;cancelled
ORD-2024-001390;  Anna Brown  ;epfokjvl@gmail.com;8(999)123-45-67;2024-02-11;38,071,34 руб;Clothing;Sankt-Petersburg;Pending
ORD-2024-000809;elena kozlova;gbdpydx@gmail.com;79991234567;23.02.2024;15 295,97;ELECTRONICS;СПб;Cancelled
ORD-2024-000870;john smith;dohbahclv@gmail.com;+7(999)123-45-67;2024-01-30;18,730,90 руб;books;Kazan;Cancelled
ORD-2024-000108;john smith;yjyiauttlr@mail.ru;+7(999)123-45-67;20.02.2024;41329,96;Home & Garden;Новосибирск;PAID
ORD-2024-001170;  Anna Brown  ;lfyqdhgv@outlook.com;+7(999)123-45-67;2024-01-18;43694,11;clothing;Novosibirsk;cancelled
ORD-2024-000498;Peter Wilson;invalid.email;79991234567;27.01.2024;30 627,74;home;Moscow;shipped
ORD-2024-001756;john smith;wjqdu@gmail.com;+7(999)123-45-67;08-03-2024;30734,89;home;Moscow;paid
ORD-2024-001453;elena kozlova;omdjtdacs@mail.ru;+7(999)123-45-67;18.03.2024;27042,38;Clothing;Moscow;paid
ORD-2024-000803;elena kozlova;qhwtudld@mail.ru;8-999-123-45-67;19-01-2024;N/A;Electronics;Kazan;paid
ORD-2024-001542;;user@;+7 999 123 45 67;29.03.2024;43693,58;Books;екатеринбург;pending
ORD-2024-001536;MARY JOHNSON;iklpb@mail.ru;;2024/02/13;44766,15;electronics;екатеринбург;cancelled
ORD-2024-001053;  Anna Brown  ;xcgjazejxv@yandex.ru;8(999)123-45-67;27-03-2024;40403,16;home;екатеринбург;pending
ORD-2024-001234;MARY JOHNSON;drgjrck@gmail.com;+7(999)123-45-67;2024/01/11;26,353,82 руб;home;екатеринбург;paid
ORD-2024-000887;elena kozlova;jpwqo@outlook.com;79991234567;13.01.2024;22 593,76;Books;СПб;PAID
ORD-2024-001080;Peter Wilson;sxmivdvzr@gmail.com;8(999)123-45-67;23-01-2024;33 536,16;books;москва;Cancelled
ORD-2024-000073;Peter Wilson;ytfnnbdim@outlook.com;8-999-123-45-67;06.03.2024;30,846,87 руб;Clothing;екатеринбург;cancelled
ORD-2024-001075;john smith;fqdiyilhvs@yandex.ru;79991234567;2024/01/09;43448,49;ELECTRONICS;СПб;pending
ORD-2024-001551;  Anna Brown  ;vpixx@yandex.ru;+7(999)123-45-67;2024-01-01;17,684,24 руб;ELECTRONICS;СПб;PAID
ORD-2024-001113;MARY JOHNSON;ynexnenatn@yandex.ru;8-999-123-45-67;06-01-2024;25954,84;Books;СПб;shipped
ORD-2024-001577;john smith;mduacelz@outlook.com;+7(999)123-45-67;;43 730,62;ELECTRONICS;Kazan;paid
ORD-2024-000482;john smith;jedirmg@outlook.com;8-999-123-45-67;2024-03-28;4 590,70;electronics;москва;PAID
ORD-2024-001152;MARY JOHNSON;vsgeij@outlook.com;8-999-123-45-67;15-01-2024;N/A;clothing;екатеринбург;PAID
ORD-2024-000507;john smith;kmbnxnal@gmail.com;8(999)123-45-67;11-02-2024;17,020,75 руб;Electronics;екатеринбург;Paid
ORD-2024-000615;john smith;jamvnfirt@mail.ru;8(999)123-45-67;08.03.2024;47515,94;Home & Garden;екатеринбург;Pending
ORD-ORD-2024-001812;;uforkmgem@outlook.com;8(999)123-45-67;27.01.2024;24,015,65 руб;home;екатеринбург;Paid
ORD-2024-001744;MARY JOHNSON;jukxblqr@outlook.com;+7(999)123-45-67;2024-03-04;45,686,39 руб;electronics;СПб;paid
ORD-2024-000675;  Anna Brown  ;csjaqnyyo@gmail.com;8(999)123-45-67;2024/03/03;11,598,23 руб;Electronics;Sankt-Petersburg;Paid
ORD-2024-000782;;sejeekfh@gmail.com;79991234567;2024/03/08;17,759,71 руб;clothing;москва;Pending
ORD-2024-001375;  Anna Brown  ;wkmbl@mail.ru;8-999-123-45-67;;13934,78;books;Sankt-Petersburg;cancelled
ORD-2024-000758;  Anna Brown  ;frviugvl@mail.ru;+7 999 123 45 67;13.01.2024;4,016,36 руб;sports;СПб;Paid
ORD-2024-000406;elena kozlova;xveicaaudq@gmail.com;8(999)123-45-67;17-01-2024;38,990,69 руб;clothing;Yekaterinburg;Pending
ORD-2024-000638;  Anna Brown  ;wcsxf@gmail.com;8(999)123-45-67;24.03.2024;9399,73;electronics;Yekaterinburg;Paid
ORD-2024-001224;john smith;kmbki@mail.ru;8(999)123-45-67;01-03-2024;8425,81;Electronics;Новосибирск;PAID
ORD-2024-000310;john smith;iqqcyotynt@gmail.com;+7(999)123-45-67;09.03.2024;14,110,65 руб;sports;Sankt-Petersburg;shipped
ORD-2024-000227;elena kozlova;qbfdptvt@yandex.ru;+7 999 123 45 67;19-02-2024;34235,08;Clothing;москва;Cancelled
ORD-2024-001623;john smith;imqouuzmyg@outlook.com;+7 999 123 45 67;23.03.2024;42354,41;home;москва;cancelled
ORD-2024-000768;MARY JOHNSON;yrrkitdxmd@outlook.com;+7 999 123 45 67;22.02.2024;668,56 руб;electronics;Novosibirsk;cancelled
ORD-2024-001461;;ttfwy@gmail.com;8(999)123-45-67;;13,617,41 руб;clothing;Moscow;Paid
ORD-2024-000753;  Anna Brown  ;user.domain.com;+7 999 123 45 67;;22,523,42 руб;ELECTRONICS;екатеринбург;pending
ORD-2024-000833;;fdwwgghd@yandex.ru;8(999)123-45-67;2024-01-28;28,969,07 руб;Clothing;Novosibirsk;paid
ORD-2024-000149;MARY JOHNSON;uitctbw@yandex.ru;79991234567;2024/02/26;5 101,09;home;СПб;Pending
ORD-2024-000568;MARY JOHNSON;dnygtz@mail.ru;+7(999)123-45-67;09-01-2024;3576,45;Home & Garden;Yekaterinburg;Paid
ORD-2024-000652;john smith;yywbx@mail.ru;+7 999 123 45 67;2024-03-18;38255,44;clothing;Novosibirsk;Paid
ORD-2024-000757;  Anna Brown  ;adqaafbysf@yandex.ru;8-999-123-45-67;2024/03/04;6796,01;electronics;екатеринбург;PAID
ORD-2024-000745;MARY JOHNSON;jzawtsbii@yandex.ru;79991234567;2024/03/24;44584,54;home;Новосибирск;Paid
ORD-2024-001357;elena kozlova;dipiaell@gmail.com;+7 999 123 45 67;20.01.2024;34 137,23;Clothing;Sankt-Petersburg;cancelled
ORD-2024-000814;;uxbfrstk@mail.ru;;15-02-2024;28 118,93;Home & Garden;СПб;Pending
ORD-2024-001101;  Anna Brown  ;ujedoiwub@mail.ru;+7(999)123-45-67;11-03-2024;40478,73;home;Novosibirsk;cancelled
ORD-2024-001282;Peter Wilson;fxkihlsccn@yandex.ru;+7(999)123-45-67;2024-02-29;26 326,16;electronics;Sankt-Petersburg;shipped
ORD-2024-001107;  Anna Brown  ;caifrqxyjd@yandex.ru;8(999)123-45-67;07.01.2024;2010,02;Clothing;Новосибирск;cancelled
ORD-2024-001563;john smith;user@;8-999-123-45-67;2024-01-22;3,073,30 руб;sports;Sankt-Petersburg;pending
ORD-2024-000287;elena kozlova;dinddbdw@mail.ru;79991234567;2024/02/06;38,197,41 руб;ELECTRONICS;Новосибирск;cancelled
ORD-2024-001533;elena kozlova;jkleyoqtt@yandex.ru;+7 999 123 45 67;2024/01/15;32,037,33 руб;Home & Garden;Yekaterinburg;cancelled
ORD-2024-000875;Peter Wilson;user.domain.com;8-999-123-45-67;09.01.2024;10808,17;ELECTRONICS;Novosibirsk;cancelled
ORD-2024-001339;MARY JOHNSON;leqohv@outlook.com;79991234567;2024/03/23;1835,79;electronics;екатеринбург;shipped
ORD-2024-001565;;invalid.email;8-999-123-45-67;17.03.2024;8 115,60;sports;Moscow;Pending
ORD-2024-001518;  Anna Brown  ;nmmrt@gmail.com;79991234567;06.01.2024;7591,01;ELECTRONICS;Moscow;paid
ORD-2024-000967;  Anna Brown  ;lhkmvat@yandex.ru;+7 999 123 45 67;2024/02/24;3,786,49 руб;books;Yekaterinburg;shipped
ORD-2024-001174;MARY JOHNSON;szcrw@outlook.com;8-999-123-45-67;28.02.2024;14494,53;electronics;Moscow;pending
ORD-2024-001493;MARY JOHNSON;fssxqe@mail.ru;+7(999)123-45-67;19.03.2024;20343,75;Clothing;Kazan;Cancelled
ORD-2024-000931;MARY JOHNSON;lbkbq@mail.ru;8-999-123-45-67;23-02-2024;49,891,21 руб;clothing;СПб;cancelled
ORD-2024-000583;Peter Wilson;fmauu@yandex.ru;;24.01.2024;34310,14;Electronics;Novosibirsk;Paid
ORD-2024-001494;  Anna Brown  ;oitujspoo@outlook.com;+7 999 123 45 67;20-01-2024;48678,82;electronics;Novosibirsk;Cancelled
ORD-2024-001813;  Anna Brown  ;jngyck@gmail.com;;31.01.2024;4097,17;electronics;екатеринбург;PAID
ORD-2024-001685;john smith;;+7(999)123-45-67;2024-03-02;42223,74;Clothing;Moscow;Pending
ORD-2024-001592;john smith;vhdqnjonpa@outlook.com;79991234567;26.01.2024;45 810,67;ELECTRONICS;Yekaterinburg;PAID
ORD-2024-001356;MARY JOHNSON;mmbmsw@mail.ru;8(999)123-45-67;2024/03/11;36991,97;Electronics;СПб;Cancelled
ORD-2024-000915;  Anna Brown  ;djslmnhsk@yandex.ru;8-999-123-45-67;05-01-2024;23447,84;sports;Novosibirsk;Paid
ORD-2024-000494;MARY JOHNSON;aarwz@outlook.com;+7(999)123-45-67;2024-02-03;30545,36;electronics;СПб;Pending
ORD-2024-001693;MARY JOHNSON;llwohllly@gmail.com;8(999)123-45-67;16.01.2024;8 602,25;sports;Sankt-Petersburg;pending
ORD-2024-000278;;rewzmaw@gmail.com;79991234567;09-01-2024;33747,77;ELECTRONICS;Sankt-Petersburg;pending
ORD-2024-001759;elena kozlova;oztjqroaoy@yandex.ru;+7 999 123 45 67;2024-03-26;22798,11;books;Новосибирск;paid
ORD-2024-000359;MARY JOHNSON;hdfttaso@yandex.ru;+7 999 123 45 67;24.02.2024;5 254,36;Home & Garden;СПб;cancelled
ORD-2024-001547;;nfbpgi@gmail.com;8-999-123-45-67;10-02-2024;46,126,12 руб;books;Yekaterinburg;Cancelled
ORD-2024-000237;MARY JOHNSON;ozxsgmyqxh@outlook.com;79991234567;2024/01/10;19 448,55;Clothing;Новосибирск;PAID
ORD-2024-000552;john smith;oqshwg@gmail.com;8-999-123-45-67;2024-01-13;N/A;books;Novosibirsk;shipped
ORD-2024-001779;elena kozlova;invalid.email;79991234567;2024-01-24;35370,51;sports;москва;Cancelled
ORD-2024-001650;Peter Wilson;aeqhhvxl@yandex.ru;+7(999)123-45-67;29.02.2024;44 543,02;clothing;Novosibirsk;PAID
ORD-2024-000209;elena kozlova;roebns@yandex.ru;79991234567;2024-01-19;44066,53;Clothing;Yekaterinburg;PAID
ORD-2024-001320;MARY JOHNSON;porhtccy@yandex.ru;8-999-123-45-67;2024-03-03;32830,61;ELECTRONICS;Novosibirsk;Pending
ORD-2024-001491;Peter Wilson;pigka@outlook.com;+7(999)123-45-67;13-01-2024;16889,76;electronics;Novosibirsk;PAID
ORD-2024-000059;MARY JOHNSON;user@;+7 999 123 45 67;04-01-2024;25,349,35 руб;books;Moscow;pending
ORD-2024-001515;Peter Wilson;user.domain.com;79991234567;2024/02/01;22931,71;electronics;Kazan;PAID
ORD-2024-001508;MARY JOHNSON;txqotzieu@outlook.com;+7 999 123 45 67;2024-03-15;41086,67;electronics;екатеринбург;paid
ORD-2024-000364;MARY JOHNSON;gbyxh@outlook.com;8-999-123-45-67;2024/03/29;49307,97;Electronics;Yekaterinburg;paid
ORD-2024-001001;  Anna Brown  ;yeqpyayh@mail.ru;+7 999 123 45 67;06-01-2024;1 945,93;Clothing;Kazan;Paid
ORD-ORD-2024-000722;Peter Wilson;qidfwcy@yandex.ru;+7 999 123 45 67;09-03-2024;31 229,11;Books;Yekaterinburg;pending
ORD-2024-001068;;rerjh@yandex.ru;+7(999)123-45-67;09-03-2024;N/A;Clothing;москва;Cancelled
ORD-2024-001532;elena kozlova;yrawdhwphr@mail.ru;79991234567;22-02-2024;44129,83;books;Moscow;paid
ORD-2024-001161;Peter Wilson;qsoab@mail.ru;+7 999 123 45 67;23.02.2024;8805,73;ELECTRONICS;москва;PAID
ORD-2024-001316;john smith;toltin@mail.ru;+7 999 123 45 67;17-03-2024;2775,65;home;Moscow;Pending
ORD-2024-000890;MARY JOHNSON;sguiyu@yandex.ru;+7(999)123-45-67;10-03-2024;21855,39;clothing;Novosibirsk;pending
ORD-2024-000744;Peter Wilson;user@;8-999-123-45-67;2024/02/21;16098,79;ELECTRONICS;Sankt-Petersburg;paid
ORD-2024-000119;elena kozlova;ohqmpmu@yandex.ru;8(999)123-45-67;;20,796,79 руб;electronics;Moscow;cancelled
ORD-2024-001245;Peter Wilson;glhbhdpzs@yandex.ru;+7 999 123 45 67;2024/01/01;22030,73;sports;Kazan;pending
ORD-2024-001405;Peter Wilson;xhqgxlqcpj@yandex.ru;+7(999)123-45-67;24.02.2024;32714,63;electronics;Moscow;cancelled
ORD-2024-000523;john smith;qlesw@outlook.com;79991234567;2024-01-14;30364,15;home;СПб;Cancelled
ORD-2024-000514;elena kozlova;ewcemhqxgi@gmail.com;;2024-03-01;7644,87;Home & Garden;Novosibirsk;PAID
ORD-2024-000082;;fnewlrsmx@outlook.com;+7(999)123-45-67;06-03-2024;3357,97;Books;Moscow;Pending
ORD-2024-001273;MARY JOHNSON;ikuntygkm@gmail.com;;2024-01-30;17,587,76 руб;Books;Sankt-Petersburg;paid
ORD-2024-000923;john smith;zdiqvp@gmail.com;8(999)123-45-67;02.03.2024;2,495,58 руб;Clothing;Kazan;Pending
ORD-ORD-2024-000381;MARY JOHNSON;huqgvn@gmail.com;79991234567;2024/02/17;35420,36;sports;москва;Pending
ORD-2024-001613;MARY JOHNSON;eyujdwnmjx@mail.ru;8(999)123-45-67;08-02-2024;20821,66;Books;москва;Pending
ORD-2024-000085;;twafcapsb@gmail.com;+7 999 123 45 67;10.03.2024;38,915,15 руб;clothing;москва;cancelled
ORD-2024-001603;MARY JOHNSON;wyilpe@mail.ru;+7(999)123-45-67;2024/01/28;47178,87;home;Новосибирск;shipped
ORD-2024-000330;john smith;ffihvrhsz@mail.ru;+7(999)123-45-67;2024/02/06;20488,65;home;СПб;PAID
ORD-2024-001010;MARY JOHNSON;kzvtz@gmail.com;8-999-123-45-67;2024-03-05;39 121,63;Books;Moscow;Paid
ORD-2024-000679;Peter Wilson;nullhemii@mail.ru;8(999)123-45-67;16-03-2024;39931,82;ELECTRONICS;Kazan;PAID
ORD-2024-001201;Peter Wilson;fpbofe@mail.ru;8-999-123-45-67;09.03.2024;31935,70;Books;Новосибирск;pending
ORD-2024-001844;;eaatqtfeqw@yandex.ru;+7(999)123-45-67;2024/03/28;18700,69;ELECTRONICS;Новосибирск;Pending
ORD-2024-001777;  Anna Brown  ;eetltweqwy@yandex.ru;;2024/01/08;7082,46;Electronics;Новосибирск;Cancelled
ORD-2024-000452;elena kozlova;xxpqzbt@mail.ru;+7 999 123 45 67;21-03-2024;22066,66;sports;Novosibirsk;Paid
ORD-2024-000491;MARY JOHNSON;zojfxhuqrr@mail.ru;8(999)123-45-67;20.02.2024;24994,24;ELECTRONICS;Kazan;Cancelled
ORD-ORD-2024-001413;  Anna Brown  ;@domain.com;79991234567;2024/02/28;36177,21;ELECTRONICS;москва;pending
ORD-2024-000288;MARY JOHNSON;ubdfagslzy@gmail.com;+7 999 123 45 67;31-03-2024;6 068,30;clothing;Novosibirsk;Pending
ORD-2024-001217;john smith;xpsazmkcd@yandex.ru;8(999)123-45-67;22-03-2024;43084,85;books;Moscow;Cancelled
ORD-2024-001006;  Anna Brown  ;kohxbj@gmail.com;8(999)123-45-67;02-03-2024;8456,09;home;Novosibirsk;shipped
ORD-2024-001302;john smith;xceoxtl@yandex.ru;+7 999 123 45 67;;41060,85;Books;москва;PAID
ORD-2024-001108;  Anna Brown  ;djhes@gmail.com;79991234567;2024-03-06;N/A;Books;Kazan;paid
ORD-2024-001833;  Anna Brown  ;xmaer@yandex.ru;8(999)123-45-67;11-02-2024;22866,58;Clothing;Yekaterinburg;Cancelled
ORD-2024-001701;john smith;jpdqewkggz@yandex.ru;8(999)123-45-67;2024-03-17;45 784,72;ELECTRONICS;Yekaterinburg;paid
ORD-2024-001626;  Anna Brown  ;jtiqd@yandex.ru;8(999)123-45-67;05-01-2024;48700,40;Books;Новосибирск;Cancelled
ORD-2024-000728;elena kozlova;yedvafxar@outlook.com;+7 999 123 45 67;2024-01-15;25642,20;home;Sankt-Petersburg;Cancelled
ORD-2024-001772;;invalid.email;;07-03-2024;17703,68;Clothing;Новосибирск;Pending
ORD-2024-000576;Peter Wilson;rjodtje@outlook.com;79991234567;2024/02/14;33796,57;Books;Kazan;Paid
ORD-2024-001037;elena kozlova;rhbawrdo@gmail.com;+7(999)123-45-67;2024-02-18;29666,80;ELECTRONICS;Sankt-Petersburg;shipped
ORD-2024-001732;john smith;nxdan@outlook.com;8-999-123-45-67;08.03.2024;32683,48;electronics;СПб;paid
ORD-2024-000328;Peter Wilson;jnesnmymp@gmail.com;8-999-123-45-67;26-01-2024;20097,05;books;екатеринбург;Pending
ORD-2024-001658;elena kozlova;invalid.email;79991234567;2024-01-15;8,542,86 руб;Home & Garden;москва;Pending
ORD-2024-000707;john smith;nmvher@yandex.ru;+7 999 123 45 67;20-02-2024;2,976,26 руб;Electronics;Sankt-Petersburg;Pending
ORD-2024-001030;  Anna Brown  ;umexn@outlook.com;8-999-123-45-67;02-01-2024;11576,13;home;Новосибирск;shipped
ORD-2024-000840;Peter Wilson;ydapu@yandex.ru;+7 999 123 45 67;23.02.2024;18339,35;books;Новосибирск;shipped
ORD-2024-000799;MARY JOHNSON;ackodp@gmail.com;79991234567;21.01.2024;6292,77;Books;Moscow;pending
ORD-2024-000178;;hapngeaga@yandex.ru;+7(999)123-45-67;2024/02/21;N/A;Electronics;екатеринбург;Paid
ORD-2024-001054;  Anna Brown  ;gtzuv@gmail.com;8(999)123-45-67;2024-01-13;45142,92;clothing;Moscow;shipped
ORD-2024-001743;Peter Wilson;dtmhtrua@mail.ru;8-999-123-45-67;2024/01/17;27721,20;clothing;Новосибирск;paid
ORD-2024-000087;MARY JOHNSON;kknkgiclj@yandex.ru;+7(999)123-45-67;2024-03-27;9814,08;home;москва;pending
ORD-2024-001342;MARY JOHNSON;qgidbyovb@gmail.com;+7(999)123-45-67;;40,307,60 руб;books;СПб;Paid
ORD-2024-001808;john smith;yelgoxtt@mail.ru;+7(999)123-45-67;2024/02/11;21169,18;Electronics;СПб;Paid
ORD-2024-000458;MARY JOHNSON;rmqpohf@mail.ru;+7 999 123 45 67;11.02.2024;6233,05;Books;Новосибирск;PAID
ORD-2024-000055;;npjxkurb@mail.ru;+7(999)123-45-67;12-03-2024;36324,82;books;Novosibirsk;Paid
ORD-2024-001434;  Anna Brown  ;ijcogcda@gmail.com;8-999-123-45-67;;38,859,77 руб;sports;Novosibirsk;cancelled
ORD-2024-000644;Peter Wilson;fseqkgrdk@mail.ru;8-999-123-45-67;2024/03/23;8,350,35 руб;ELECTRONICS;екатеринбург;cancelled
ORD-2024-000222;elena kozlova;rpcmb@mail.ru;+7(999)123-45-67;09.02.2024;10,031,01 руб;home;Kazan;Paid
ORD-2024-000114;john smith;nqnkscnq@mail.ru;+7(999)123-45-67;06.03.2024;8191,17;Electronics;СПб;Pending
ORD-2024-000889;john smith;jihsdpc@yandex.ru;+7(999)123-45-67;26-02-2024;23,319,28 руб;ELECTRONICS;Kazan;cancelled
ORD-2024-001612;MARY JOHNSON;gsqbputmr@mail.ru;79991234567;21.01.2024;18745,77;home;СПб;paid
ORD-2024-000906;john smith;pzxaev@yandex.ru;8(999)123-45-67;11.01.2024;28311,69;clothing;Новосибирск;pending
ORD-2024-000175;Peter Wilson;hwkes@gmail.com;8(999)123-45-67;2024-03-07;10668,23;Books;Kazan;Pending
ORD-2024-000991;MARY JOHNSON;xkmuyhuh@mail.ru;+7(999)123-45-67;10-01-2024;11,217,25 руб;Home & Garden;Sankt-Petersburg;Paid
ORD-2024-000590;  Anna Brown  ;prepuur@yandex.ru;79991234567;2024/03/11;23 403,18;Clothing;Yekaterinburg;pending
ORD-2024-001490;john smith;vlraqoc@yandex.ru;8(999)123-45-67;2024-03-07;45,738,74 руб;Clothing;СПб;cancelled
ORD-2024-000019;elena kozlova;lurzp@outlook.com;8(999)123-45-67;05-03-2024;27619,66;Clothing;Kazan;pending
ORD-2024-000424;  Anna Brown  ;@domain.com;+7(999)123-45-67;2024/01/28;6 610,07;electronics;Kazan;paid
ORD-2024-001365;elena kozlova;bxrnvougu@yandex.ru;79991234567;03.03.2024;3096,40;Clothing;СПб;paid
ORD-2024-000286;  Anna Brown  ;sstgcb@mail.ru;8-999-123-45-67;;25474,83;ELECTRONICS;Novosibirsk;paid
ORD-2024-001765;MARY JOHNSON;kaykblq@gmail.com;8-999-123-45-67;;33641,81;home;Kazan;PAID
ORD-2024-000429;john smith;cfmvlbdkz@yandex.ru;8(999)123-45-67;19-03-2024;31049,35;clothing;екатеринбург;PAID
ORD-2024-001442;john smith;izfot@mail.ru;+7(999)123-45-67;2024/03/29;7738,71;Clothing;Kazan;pending
ORD-2024-001675;elena kozlova;ganjw@yandex.ru;+7 999 123 45 67;16.01.2024;6024,52;Books;екатеринбург;paid
ORD-ORD-2024-000032;MARY JOHNSON;patvotenl@mail.ru;8-999-123-45-67;25-02-2024;23765,51;ELECTRONICS;СПб;cancelled
ORD-2024-001097;Peter Wilson;qujxsajdkz@mail.ru;+7(999)123-45-67;2024-03-20;8,621,53 руб;ELECTRONICS;Новосибирск;PAID
ORD-2024-000901;;umcrbmqkc@yandex.ru;+7 999 123 45 67;2024/03/07;23123,30;home;СПб;cancelled
ORD-ORD-2024-000215;;oawgpmkc@gmail.com;8-999-123-45-67;;7 838,68;sports;москва;Pending
ORD-2024-000742;elena kozlova;ifxuqw@outlook.com;8-999-123-45-67;2024/02/12;40907,07;home;москва;cancelled
ORD-2024-000327;MARY JOHNSON;silqxtpw@mail.ru;8-999-123-45-67;2024/01/07;42649,38;Electronics;Sankt-Petersburg;shipped
ORD-2024-000561;john smith;dyfamh@yandex.ru;+7(999)123-45-67;2024/01/21;42,763,83 руб;sports;СПб;shipped
ORD-2024-001059;elena kozlova;invalid.email;;2024-01-19;46838,32;books;Новосибирск;Paid
ORD-2024-000737;  Anna Brown  ;evhwznxp@mail.ru;;03.03.2024;13 459,97;Electronics;екатеринбург;Cancelled
ORD-2024-001134;Peter Wilson;uhmcjdabr@yandex.ru;8-999-123-45-67;2024-02-04;6008,96;electronics;Moscow;pending
ORD-2024-000342;;;+7 999 123 45 67;22.03.2024;N/A;Electronics;Yekaterinburg;Pending
