employee_id;first_name;last_name;department;position;salary;years_experience;age;education_level;performance_rating;hire_date
EMP0292;Дмитрий;Иванов;Data Science;Senior;255900,0;9;33;Bachelor;4;2016-09-11
EMP0293;Елена;Степанов;Data Science;Senior;215800,0;7;31;Bachelor;4;2017-10-28
EMP0294;Максим;Михайлов;Data Science;Mid;159800,0;5;31;Bachelor;4;2020-11-12
EMP0295;Игорь;Петров;Data Science;Manager;476500,0;17;40;Master;4;2008-05-28
EMP0296;Наталья;Васильев;Data Science;Lead;381400,0;10;33;Master;4;2016-01-15
EMP0297;Татьяна;Новиков;Data Science;Junior;107700,0;3;27;Bachelor;3;2022-05-19
EMP0298;Виктория;Козлов;Data Science;Director;447900,0;8;32;Bachelor;3;2017-10-22
EMP0299;Андрей;Иванов;Data Science;Junior;85400,0;1;25;Bachelor;3;2024-10-27
EMP0300;Иван;Новиков;Data Science;Mid;177900,0;6;29;Bachelor;4;2019-08-01
EMP0301;Татьяна;Васильев;Data Science;Senior;257100,0;9;33;Bachelor;5;2016-07-14
EMP0302;Юлия;Васильев;Data Science;Mid;148300,0;5;30;Bachelor;3;2020-11-20
EMP0303;Екатерина;Петров;Data Science;Senior;230500,0;5;30;Master;4;2020-06-23
EMP0304;Юлия;Сидоров;Data Science;Mid;161900,0;4;30;Bachelor;4;2021-09-16
EMP0305;Иван;Попов;Data Science;Senior;240100,0;6;30;Master;3;2019-12-03
EMP0306;Анна;Козлов;Data Science;Senior;319400,0;9;34;Master;5;2016-09-23
EMP0307;Ольга;Сидоров;Data Science;Mid;150300,0;4;29;Bachelor;3;2021-12-09
EMP0308;Владимир;Степанов;Data Science;Lead;290000,0;12;36;Bachelor;5;2013-06-08
EMP0309;Сергей;Волков;Data Science;Senior;272300,0;13;34;Master;3;2012-10-30
EMP0310;Игорь;Алексеев;Data Science;Lead;400200,0;9;35;Master;5;2016-12-19
EMP0311;Наталья;Морозов;Data Science;Mid;175100,0;6;31;Master;5;2019-10-30
EMP0312;Дмитрий;Васильев;Data Science;Mid;175300,0;7;33;Bachelor;5;2018-06-21
EMP0313;Дмитрий;Лебедев;Data Science;Senior;206500,0;9;31;Bachelor;4;2016-09-07
EMP0314;Анна;Козлов;Data Science;Mid;149000,0;5;30;Bachelor;4;2020-06-09
EMP0315;Татьяна;Иванов;Data Science;Junior;112400,0;1;25;Master;4;2024-07-04
EMP0316;Сергей;Петров;Data Science;Senior;274100,0;5;29;Master;4;2020-07-23
EMP0317;Иван;Егоров;Data Science;Senior;277300,0;6;30;Master;4;2019-03-21
EMP0318;Елена;Петров;Data Science;Senior;226700,0;6;30;Bachelor;3;2019-08-06
EMP0319;Юлия;Семёнов;Data Science;Mid;151700,0;6;29;Bachelor;4;2019-09-01
EMP0320;Виктория;Волков;Data Science;Junior;100600,0;1;26;Bachelor;3;2024-03-23
EMP0321;Андрей;Попов;Data Science;Lead;267000,0;9;32;Bachelor;4;2016-10-20
EMP0322;Максим;Алексеев;Data Science;Mid;164000,0;7;32;Bachelor;4;2018-07-26
EMP0323;Елена;Сидоров;Data Science;Mid;171800,0;6;29;Bachelor;5;2019-08-28
EMP0324;Анна;Васильев;Data Science;Mid;164300,0;3;28;Master;4;2022-04-16
EMP0325;Иван;Кузнецов;Data Science;Senior;262900,0;9;34;Master;3;2016-11-04
EMP0326;Игорь;Новиков;Data Science;Junior;99000,0;2;27;Bachelor;4;2023-11-24
EMP0327;Светлана;Егоров;Data Science;Senior;224900,0;9;34;Bachelor;4;2016-09-01
EMP0328;Юлия;Михайлов;Data Science;Mid;158600,0;6;31;Bachelor;4;2019-10-08
EMP0329;Татьяна;Алексеев;Data Science;Senior;257400,0;12;34;Master;3;2013-06-04
EMP0330;Мария;Козлов;Data Science;Mid;165000,0;5;29;Master;4;2020-09-26
EMP0331;Роман;Козлов;Data Science;Mid;173600,0;5;32;Master;3;2020-12-05
EMP0332;Дмитрий;Иванов;Data Science;Mid;223900,0;9;33;Master;4;2016-05-31
EMP0333;Игорь;Медведев;Data Science;Lead;352400,0;11;35;Master;3;2014-11-10
EMP0334;Иван;Егоров;Data Science;Junior;106600,0;2;25;Bachelor;4;2023-05-24
EMP0335;Виктория;Медведев;Data Science;Director;527100,0;7;30;Master;4;2018-08-30
EMP0336;Елена;Лебедев;Data Science;Senior;239600,0;6;33;Bachelor;4;2019-04-21
EMP0337;Ольга;Козлов;Data Science;Mid;168200,0;5;26;Master;3;2020-09-12
EMP0338;Екатерина;Иванов;Data Science;Junior;124100,0;2;24;Master;4;2023-06-25
EMP0339;Светлана;Новиков;Data Science;Mid;235900,0;5;30;PhD;5;2021-01-22
EMP0340;Владимир;Морозов;Data Science;Junior;118000,0;2;29;Bachelor;5;2023-09-26
EMP0341;Татьяна;Козлов;Data Science;Manager;339500,0;7;31;Master;3;2018-08-06
EMP0342;Игорь;Степанов;Data Science;Senior;326900,0;9;32;PhD;5;2016-05-30
EMP0343;Андрей;Васильев;Data Science;Mid;156000,0;1;25;Bachelor;4;2024-06-29
EMP0344;Мария;Петров;Data Science;Senior;277700,0;5;30;PhD;4;2020-04-21
EMP0345;Светлана;Петров;Data Science;Mid;136800,0;3;29;Bachelor;4;2022-07-21
EMP0346;Игорь;Смирнов;Data Science;Mid;162200,0;3;27;Master;3;2022-05-31
EMP0347;Екатерина;Морозов;Data Science;Mid;173000,0;3;27;Master;3;2022-06-29
EMP0348;Юлия;Попов;Data Science;Mid;192000,0;2;26;Master;5;2024-02-19
EMP0349;Елена;Медведев;Data Science;Mid;163900,0;4;26;Bachelor;5;2021-05-31
EMP0350;Дмитрий;Соколов;Data Science;Junior;109700,0;4;30;Bachelor;4;2021-11-02
EMP0351;Игорь;Волков;Data Science;Junior;108400,0;2;24;Bachelor;4;2023-10-02
EMP0352;Иван;Егоров;Data Science;Junior;112900,0;2;24;Master;4;2023-08-10
EMP0353;Елена;Семёнов;Data Science;Senior;236300,0;7;31;Master;3;2018-07-28
EMP0354;Роман;Соколов;Data Science;Mid;158600,0;4;26;Master;3;2021-11-23
EMP0355;Роман;Семёнов;Data Science;Mid;136100,0;1;27;Bachelor;4;2024-08-14
EMP0356;Андрей;Фёдоров;Data Science;Senior;240700,0;5;29;Master;3;2020-09-23
EMP0357;Виктория;Алексеев;Data Science;Lead;332900,0;10;34;Master;3;2015-04-12
EMP0358;Николай;Фёдоров;Data Science;Mid;186800,0;6;29;Bachelor;5;2019-05-17
EMP0359;Екатерина;Попов;Data Science;Junior;94500,0;1;23;Bachelor;3;2024-08-20
EMP0360;Ольга;Смирнов;Data Science;Mid;191300,0;7;33;Master;4;2018-04-03
EMP0361;Анна;Егоров;Data Science;Mid;189200,0;3;26;Master;4;2022-07-30
EMP0362;Иван;Морозов;Data Science;Senior;293600,0;9;33;Master;5;2016-12-07
EMP0363;Анна;Кузнецов;Data Science;Junior;108900,0;0;22;Master;3;2025-07-19
EMP0364;Иван;Попов;Data Science;Mid;159100,0;4;28;Bachelor;4;2021-07-02
EMP0365;Максим;Попов;Data Science;Junior;106200,0;3;28;Bachelor;4;2022-10-05
EMP0366;Наталья;Соколов;Data Science;Mid;157900,0;7;31;Bachelor;5;2018-07-13
EMP0367;Роман;Попов;Data Science;Mid;164000,0;1;25;Master;4;2024-10-04
EMP0368;Екатерина;Егоров;Data Science;Manager;346600,0;11;38;Master;3;2014-07-31
EMP0369;Алексей;Семёнов;Data Science;Junior;123600,0;2;26;Master;4;2023-07-09
EMP0370;Иван;Михайлов;Data Science;Mid;119300,0;1;25;Bachelor;4;2024-08-29
EMP0371;Светлана;Егоров;Product;Mid;127200,0;8;34;Bachelor;4;2017-07-25
EMP0372;Владимир;Соколов;Product;Senior;223900,0;8;32;Master;5;2017-08-15
EMP0373;Дмитрий;Алексеев;Product;Senior;168000,0;7;31;Master;4;2018-05-10
EMP0374;Екатерина;Волков;Product;Senior;250900,0;7;30;PhD;5;2018-06-09
EMP0375;Андрей;Петров;Product;Mid;121900,0;4;28;Bachelor;4;2021-12-21
EMP0376;Юлия;Алексеев;Product;Junior;77700,0;0;24;Bachelor;5;2025-08-06
EMP0377;Дмитрий;Фёдоров;Product;Junior;88000,0;0;26;PhD;3;2025-05-23
EMP0378;Владимир;Лебедев;Product;Manager;267400,0;11;36;Bachelor;4;2014-10-08
EMP0379;Алексей;Смирнов;Product;Senior;212800,0;3;29;Master;5;2022-09-24
EMP0380;Анна;Морозов;Product;Junior;83100,0;2;27;Bachelor;4;2023-08-03
EMP0381;Светлана;Фёдоров;Product;Mid;112900,0;3;28;Bachelor;5;2022-03-31
EMP0382;Ольга;Козлов;Product;Senior;231600,0;7;29;PhD;4;2018-06-07
EMP0383;Наталья;Семёнов;Product;VP;624300,0;16;42;Bachelor;4;2009-11-19
EMP0384;Игорь;Фёдоров;Product;Junior;101900,0;1;24;Master;5;2024-07-04
EMP0385;Ольга;Петров;Product;Senior;159400,0;7;31;Bachelor;4;2018-10-07
EMP0386;Мария;Кузнецов;Product;Junior;74400,0;1;25;Bachelor;3;2024-10-15
EMP0387;Владимир;Васильев;Product;Mid;119700,0;6;30;Bachelor;4;2019-09-18
EMP0388;Екатерина;Алексеев;Product;Mid;127300,0;6;30;Bachelor;4;2019-07-14
EMP0389;Алексей;Морозов;Product;Mid;130700,0;6;31;Bachelor;4;2019-10-09
EMP0390;Иван;Михайлов;Product;Lead;302100,0;16;37;Master;4;2009-05-18
EMP0391;Светлана;Козлов;Product;Manager;274800,0;8;32;Master;4;2017-11-03
EMP0392;Татьяна;Сидоров;Product;Manager;359800,0;11;34;PhD;4;2014-11-26
EMP0393;Светлана;Васильев;Product;Junior;93400,0;0;23;Master;5;2025-05-15
EMP0394;Анна;Смирнов;Product;Mid;120600,0;4;28;Bachelor;3;2021-03-20
EMP0395;Наталья;Кузнецов;Product;Junior;89100,0;3;27;Bachelor;4;2023-01-04
EMP0396;Роман;Иванов;Product;Senior;161400,0;9;33;Bachelor;4;2016-08-23
EMP0397;Виктория;Семёнов;Product;Mid;118500,0;5;28;Bachelor;4;2020-09-13
EMP0398;Роман;Алексеев;Product;Mid;135500,0;6;31;Bachelor;4;2019-11-02
EMP0399;Максим;Семёнов;Product;Senior;171700,0;10;36;Bachelor;3;2015-07-27
EMP0400;Дмитрий;Васильев;Product;Mid;116100,0;5;29;Bachelor;4;2020-04-29
EMP0401;Мария;Морозов;Product;Mid;112200,0;5;29;Bachelor;3;2020-11-21
EMP0402;Ольга;Фёдоров;Product;Senior;202600,0;9;37;PhD;4;2017-01-23
EMP0403;Юлия;Семёнов;Product;Senior;206300,0;9;32;Bachelor;5;2016-09-16
EMP0404;Елена;Волков;Product;Lead;299300,0;12;32;Master;4;2013-09-14
EMP0405;Дмитрий;Морозов;Product;Mid;132900,0;5;34;Master;4;2020-09-02
EMP0406;Роман;Волков;Product;Mid;142700,0;9;34;Bachelor;4;2016-11-29
EMP0407;Елена;Васильев;Product;Senior;177800,0;8;32;Bachelor;3;2017-04-19
EMP0408;Николай;Сидоров;Product;Junior;90300,0;2;23;Master;4;2023-09-05
EMP0409;Елена;Морозов;Product;Director;457000,0;10;31;PhD;4;2015-04-09
EMP0410;Мария;Васильев;Product;Mid;145100,0;7;31;Master;3;2018-09-06
EMP0411;Дмитрий;Сидоров;Product;Director;485200,0;10;34;Master;5;2015-01-27
EMP0412;Юлия;Лебедев;Product;Junior;90900,0;0;23;Master;4;2025-08-06
EMP0413;Юлия;Лебедев;Product;Mid;130900,0;3;27;Bachelor;5;2022-05-21
EMP0414;Анна;Алексеев;Product;Senior;179100,0;7;32;Bachelor;3;2018-08-29
EMP0415;Анна;Смирнов;Product;Senior;186900,0;6;30;Master;4;2019-05-14
EMP0416;Татьяна;Егоров;Product;Mid;124200,0;5;29;Bachelor;4;2020-11-08
EMP0417;Максим;Волков;Product;Lead;292800,0;10;35;Master;4;2016-01-11
EMP0418;Андрей;Морозов;Product;Mid;115300,0;7;31;Bachelor;3;2018-07-13
EMP0419;Светлана;Сидоров;Product;Junior;81900,0;1;26;Bachelor;4;2024-07-11
EMP0420;Андрей;Медведев;Product;Senior;180300,0;3;27;Bachelor;5;2022-07-27
EMP0421;Мария;Смирнов;Product;Mid;178200,0;7;28;PhD;5;2018-10-23
EMP0422;Алексей;Лебедев;Product;Mid;110500,0;3;28;Bachelor;5;2022-10-12
EMP0423;Максим;Егоров;Product;Mid;113100,0;3;27;Bachelor;4;2022-07-15
EMP0424;Андрей;Петров;Product;Mid;112900,0;4;28;Bachelor;4;2021-07-09
EMP0425;Сергей;Новиков;Product;Mid;99200,0;1;24;Bachelor;3;2024-02-14
EMP0426;Андрей;Новиков;Product;Mid;134300,0;1;22;Master;4;2024-09-02
EMP0427;Иван;Фёдоров;Product;Senior;141400,0;3;27;Bachelor;3;2022-08-09
EMP0428;Виктория;Семёнов;Product;Junior;94800,0;1;25;Master;4;2024-08-12
EMP0429;Светлана;Соколов;Product;Senior;211900,0;10;31;Master;4;2015-11-11
EMP0430;Наталья;Петров;Product;Manager;299500,0;15;39;Master;4;2010-05-30
EMP0431;Виктория;Семёнов;Product;Senior;206900,0;7;28;Master;4;2018-12-07
EMP0432;Иван;Васильев;Product;Mid;131700,0;8;31;Master;3;2017-09-01
EMP0433;Андрей;Соколов;Product;Junior;92000,0;2;28;Master;4;2024-01-31
EMP0434;Екатерина;Козлов;Product;Junior;76000,0;2;27;Bachelor;4;2023-12-13
EMP0435;Ольга;Новиков;Product;Senior;190600,0;9;34;Master;4;2016-07-10
EMP0436;Мария;Васильев;Product;Mid;111700,0;4;28;Bachelor;3;2021-12-15
EMP0437;Владимир;Семёнов;Product;Director;541200,0;16;39;PhD;3;2009-12-22
EMP0438;Андрей;Семёнов;Product;Mid;105200,0;3;28;Bachelor;4;2022-12-19
EMP0439;Владимир;Лебедев;Product;Senior;218300,0;8;31;Master;5;2017-08-02
EMP0440;Николай;Алексеев;Product;Junior;83900,0;0;25;Master;4;2025-08-06
EMP0441;Татьяна;Сидоров;Product;Senior;174800,0;3;27;Master;4;2022-05-22
EMP0442;Максим;Лебедев;Product;Junior;78100,0;0;26;Bachelor;4;2025-02-02
EMP0443;Елена;Медведев;Product;Junior;85700,0;2;24;Master;4;2024-03-17
EMP0444;Андрей;Волков;Product;Mid;124100,0;2;25;Bachelor;4;2023-02-27
EMP0445;Игорь;Степанов;Product;Senior;234700,0;8;32;Master;5;2017-08-28
EMP0446;Виктория;Егоров;Product;Junior;91800,0;0;22;Master;4;2025-08-06
EMP0447;Иван;Соколов;Product;Junior;122600,0;4;28;PhD;5;2021-08-21
EMP0448;Анна;Попов;Product;Senior;180700,0;7;31;Bachelor;4;2018-10-28
EMP0449;Юлия;Егоров;Product;Senior;226300,0;4;27;PhD;4;2021-07-02
EMP0450;Владимир;Медведев;Product;Mid;109400,0;2;26;Bachelor;4;2023-10-10
EMP0451;Николай;Медведев;Product;Senior;261900,0;8;33;PhD;4;2017-03-22
EMP0452;Ольга;Новиков;Product;Junior;97700,0;1;25;PhD;3;2024-02-04
EMP0453;Мария;Егоров;Product;Senior;182400,0;7;32;Master;4;2018-08-09
EMP0454;Ольга;Алексеев;Product;Mid;121100,0;4;28;Master;4;2021-09-11
EMP0455;Дмитрий;Степанов;Product;Mid;113600,0;2;28;Bachelor;5;2023-07-04
EMP0456;Максим;Козлов;Product;Mid;113100,0;3;27;Bachelor;4;2022-05-28
EMP0457;Дмитрий;Морозов;Product;Mid;119000,0;4;30;Bachelor;3;2022-01-17
EMP0458;Владимир;Кузнецов;Product;Senior;185500,0;8;30;Bachelor;4;2017-06-24
EMP0459;Мария;Морозов;Product;Senior;194500,0;6;31;Master;4;2019-08-13
EMP0460;Игорь;Кузнецов;Product;Senior;172700,0;11;35;Bachelor;3;2015-01-11
EMP0461;Иван;Новиков;Product;Lead;210800,0;8;29;Bachelor;3;2017-02-02
EMP0462;Юлия;Кузнецов;Product;Junior;90100,0;2;25;Master;3;2023-09-21
EMP0463;Мария;Лебедев;Product;Senior;190000,0;3;27;Master;4;2022-08-22
EMP0464;Николай;Медведев;Product;Mid;111200,0;3;28;Bachelor;4;2022-09-22
EMP0465;Ольга;Медведев;Product;Senior;201700,0;6;30;Bachelor;5;2019-07-22
EMP0466;Сергей;Новиков;Product;Junior;81700,0;1;28;Bachelor;4;2024-12-05
EMP0467;Сергей;Степанов;Product;Mid;123900,0;6;32;Bachelor;4;2019-10-28
EMP0468;Виктория;Петров;Product;Senior;182700,0;8;31;Bachelor;4;2017-08-11
EMP0469;Татьяна;Васильев;Product;Mid;125600,0;6;29;Master;4;2019-10-17
EMP0470;Виктория;Лебедев;Product;Junior;72400,0;1;22;Bachelor;4;2024-06-23
EMP0471;Алексей;Попов;Sales;Mid;116500,0;4;28;Master;5;2021-09-14
EMP0472;Мария;Фёдоров;Sales;Mid;95200,0;5;29;Master;4;2020-09-07
EMP0473;Виктория;Попов;Sales;Junior;94000,0;3;30;Master;5;2022-11-29
EMP0474;Андрей;Петров;Sales;Senior;192300,0;8;32;Master;3;2017-11-30
EMP0475;Елена;Соколов;Sales;Mid;87200,0;7;31;Bachelor;4;2018-08-30
EMP0476;Анна;Морозов;Sales;Senior;217700,0;10;32;Master;5;2015-09-19
EMP0477;Сергей;Сидоров;Sales;Manager;284900,0;10;36;PhD;4;2015-12-02
EMP0478;Мария;Лебедев;Sales;Lead;258200,0;8;28;PhD;5;2017-08-11
EMP0479;Юлия;Попов;Sales;Junior;64600,0;2;26;Bachelor;4;2023-07-12
EMP0480;Елена;Козлов;Sales;Junior;72400,0;2;29;Bachelor;5;2023-10-15
EMP0481;Роман;Петров;Sales;Junior;63800,0;1;22;Bachelor;5;2024-05-21
EMP0482;Виктория;Соколов;Sales;Senior;141900,0;7;30;Bachelor;4;2018-10-31
EMP0483;Елена;Алексеев;Sales;Senior;164300,0;4;27;PhD;5;2021-07-12
EMP0484;Иван;Соколов;Sales;Mid;28595,0;6;29;Master;3;2019-06-25
EMP0485;Татьяна;Попов;Sales;Junior;59500,0;2;25;Bachelor;4;2023-07-20
EMP0486;Владимир;Кузнецов;Sales;Mid;119600,0;3;28;Master;5;2023-02-15
EMP0487;Игорь;Морозов;Sales;Mid;95200,0;5;27;Bachelor;4;2020-10-02
EMP0488;Максим;Иванов;Sales;Junior;84200,0;2;26;Master;3;2023-10-16
EMP0489;Виктория;Семёнов;Sales;Mid;98300,0;1;25;Bachelor;3;2024-06-29
EMP0490;Татьяна;Алексеев;Sales;Junior;244757,18172013454;1;24;Master;3;2024-11-24
EMP0491;Юлия;Медведев;Sales;Junior;72000,0;1;23;Bachelor;3;2024-08-10
EMP0492;Мария;Степанов;Sales;Senior;161800,0;5;28;Master;4;2020-04-06
EMP0493;Иван;Васильев;Sales;Lead;261400,0;11;35;Master;4;2015-01-19
EMP0494;Ольга;Новиков;Sales;Senior;158600,0;11;37;Bachelor;4;2014-04-08
EMP0495;Владимир;Егоров;Sales;Senior;171800,0;5;29;PhD;4;2020-07-29
EMP0496;Иван;Степанов;Sales;Junior;62800,0;2;23;Bachelor;3;2023-09-27
EMP0497;Сергей;Попов;Sales;Mid;88900,0;3;27;Bachelor;4;2022-07-28
EMP0498;Роман;Попов;Sales;Junior;77300,0;2;25;Master;4;2023-06-30
EMP0499;Ольга;Семёнов;Sales;Senior;136200,0;6;33;Bachelor;4;2019-07-28
EMP0500;Елена;Смирнов;Sales;Junior;59800,0;4;29;Bachelor;5;2021-01-01
EMP0501;Татьяна;Попов;Sales;VP;444500,0;7;31;Bachelor;5;2018-07-24
EMP0502;Алексей;Семёнов;Sales;Senior;164400,0;8;33;Bachelor;5;2017-06-04
EMP0503;Максим;Соколов;Sales;Mid;96000,0;4;28;Bachelor;3;2021-03-11
EMP0504;Наталья;Соколов;Sales;Junior;74800,0;1;26;PhD;3;2024-10-04
EMP0505;Виктория;Алексеев;Sales;Senior;144300,0;9;34;Master;4;2016-12-19
EMP0506;Дмитрий;Михайлов;Sales;Junior;79300,0;2;25;Bachelor;4;2023-09-26
EMP0507;Николай;Козлов;Sales;Junior;62200,0;1;28;Bachelor;3;2024-07-05
EMP0508;Татьяна;Михайлов;Sales;Mid;105300,0;5;30;Bachelor;5;2020-05-30
EMP0509;Ольга;Кузнецов;Sales;Junior;69300,0;0;24;Bachelor;5;2025-08-06
EMP0510;Виктория;Васильев;Sales;Mid;127400,0;5;29;Master;4;2020-11-19
EMP0511;Сергей;Иванов;Sales;Mid;82700,0;5;27;Master;4;2020-07-05
EMP0512;Дмитрий;Алексеев;Sales;Senior;183300,0;9;34;Master;4;2016-07-04
EMP0513;Роман;Новиков;Sales;Junior;58900,0;1;24;Bachelor;3;2024-12-24
EMP0514;Екатерина;Сидоров;Sales;Junior;75600,0;2;27;Master;4;2023-11-10
EMP0515;Мария;Лебедев;Sales;Director;392700,0;15;40;Master;3;2010-07-20
EMP0516;Андрей;Егоров;Sales;Junior;66900,0;0;24;Bachelor;4;2025-05-17
EMP0517;Дмитрий;Алексеев;Sales;Junior;65100,0;0;26;Bachelor;4;2025-08-06
EMP0518;Наталья;Новиков;Sales;VP;576500,0;7;33;Master;4;2018-08-16
EMP0519;Елена;Лебедев;Sales;Junior;65900,0;2;25;Bachelor;3;2023-05-11
EMP0520;Алексей;Кузнецов;Sales;Junior;60400,0;0;24;Bachelor;3;2025-08-06
EMP0521;Николай;Фёдоров;Sales;Junior;76400,0;4;28;Master;4;2021-10-18
EMP0522;Иван;Лебедев;Sales;Mid;95600,0;4;24;Bachelor;4;2021-05-19
EMP0523;Владимир;Новиков;Sales;Mid;131600,0;8;33;Master;5;2017-08-28
EMP0524;Елена;Семёнов;Sales;Mid;112000,0;3;27;Bachelor;5;2022-07-24
EMP0525;Екатерина;Морозов;Sales;Junior;64000,0;2;28;Master;3;2024-01-31
EMP0526;Светлана;Смирнов;Sales;Senior;131200,0;8;35;Master;3;2017-08-26
EMP0527;Ольга;Морозов;Sales;Senior;135800,0;5;31;Master;4;2020-02-18
EMP0528;Николай;Михайлов;Sales;Mid;92200,0;1;27;Bachelor;5;2025-01-07
EMP0529;Игорь;Егоров;Sales;Mid;95300,0;6;30;Master;4;2020-01-21
EMP0530;Дмитрий;Смирнов;Sales;Junior;73600,0;2;28;Bachelor;4;2023-12-12
EMP0531;Алексей;Морозов;Sales;Mid;95200,0;4;26;Bachelor;3;2021-02-01
EMP0532;Светлана;Лебедев;Sales;Junior;79100,0;1;27;Master;4;2024-08-31
EMP0533;Владимир;Волков;Sales;Senior;158800,0;8;31;Master;5;2017-12-03
EMP0534;Иван;Попов;Sales;Senior;137000,0;7;32;Bachelor;4;2018-07-28
EMP0535;Ольга;Попов;Sales;Junior;63100,0;3;27;Bachelor;4;2022-09-27
EMP0536;Андрей;Васильев;Sales;Junior;62200,0;2;28;Bachelor;3;2023-09-27
EMP0537;Владимир;Кузнецов;Sales;Senior;134200,0;11;37;Bachelor;4;2014-06-25
EMP0538;Наталья;Соколов;Sales;Junior;73700,0;1;25;Master;4;2024-12-07
EMP0539;Юлия;Морозов;Sales;Junior;68600,0;2;23;Bachelor;4;2023-11-26
EMP0540;Максим;Попов;Sales;Mid;93800,0;4;27;Bachelor;4;2022-02-13
EMP0541;Николай;Степанов;Sales;Senior;184300,0;11;35;Master;4;2015-01-23
EMP0542;Светлана;Волков;Sales;Mid;89400,0;3;28;Bachelor;4;2023-02-17
EMP0543;Наталья;Алексеев;Sales;Mid;108900,0;7;31;Bachelor;5;2018-08-04
EMP0544;Алексей;Соколов;Sales;Mid;126900,0;5;26;Master;4;2020-09-05
EMP0545;Екатерина;Соколов;Sales;Junior;62000,0;1;29;Bachelor;3;2024-11-02
EMP0546;Виктория;Соколов;Sales;Director;301300,0;14;38;Master;3;2011-11-03
EMP0547;Иван;Медведев;Sales;Mid;120100,0;9;35;Bachelor;3;2016-10-09
EMP0548;Светлана;Лебедев;Sales;Senior;157500,0;7;31;Master;4;2018-05-06
EMP0549;Виктория;Фёдоров;Sales;Junior;60500,0;0;22;Bachelor;4;2025-08-06
EMP0550;Алексей;Лебедев;Sales;Manager;247700,0;17;41;Master;3;2008-11-18
EMP0551;Андрей;Лебедев;Sales;Lead;210200,0;11;36;Bachelor;5;2015-01-31
EMP0552;Анна;Соколов;Sales;Senior;129600,0;8;32;Bachelor;3;2017-10-07
EMP0553;Алексей;Михайлов;Sales;Mid;129600,0;6;29;Master;4;2019-02-06
EMP0554;Иван;Михайлов;Sales;Senior;155100,0;9;33;Master;4;2016-06-06
EMP0555;Мария;Семёнов;Sales;Senior;168300,0;6;30;Master;4;2019-03-08
EMP0556;Мария;Попов;Sales;Junior;49900,0;2;26;Bachelor;3;2024-01-16
EMP0557;Ольга;Егоров;Sales;Mid;98700,0;3;26;Master;3;2022-06-01
EMP0558;Иван;Попов;Sales;Manager;285500,0;15;39;Master;4;2010-09-15
EMP0559;Николай;Волков;Sales;Junior;66200,0;2;24;Bachelor;4;2023-12-15
EMP0560;Наталья;Семёнов;Sales;Senior;151300,0;8;33;Master;5;2017-08-17
EMP0561;Анна;Волков;Sales;Junior;68300,0;0;24;Bachelor;3;2025-08-03
EMP0562;Игорь;Алексеев;Sales;Senior;168200,0;6;30;Master;4;2019-04-17
EMP0563;Николай;Фёдоров;Sales;Mid;96700,0;5;29;Bachelor;3;2020-05-13
EMP0564;Иван;Сидоров;Sales;Mid;104700,0;5;29;Master;4;2020-08-24
EMP0565;Ольга;Лебедев;Sales;Mid;107900,0;3;27;Master;4;2022-07-20
EMP0566;Татьяна;Сидоров;Sales;Mid;93600,0;1;25;Bachelor;4;2024-10-27
EMP0567;Светлана;Попов;Sales;Mid;100000,0;5;29;Bachelor;4;2021-04-04
EMP0568;Юлия;Михайлов;Sales;Mid;93000,0;3;27;Bachelor;5;2022-11-18
EMP0569;Владимир;Козлов;Sales;Mid;113000,0;6;30;Bachelor;3;2019-09-29
EMP0570;Екатерина;Медведев;Sales;Junior;95700,0;1;25;PhD;5;2024-11-22
EMP0571;Анна;Петров;Sales;Mid;120300,0;4;28;Bachelor;5;2021-09-09
EMP0572;Ольга;Кузнецов;Sales;Senior;158400,0;8;32;Master;4;2017-03-16
EMP0573;Владимир;Алексеев;Sales;Senior;135400,0;8;32;Bachelor;4;2017-12-04
EMP0574;Ольга;Смирнов;Sales;Mid;103800,0;3;27;Bachelor;4;2022-08-28
EMP0575;Роман;Семёнов;Sales;Junior;75000,0;3;27;Master;5;2022-09-04
EMP0576;Анна;Медведев;Sales;Mid;92700,0;4;29;Master;4;2021-06-30
EMP0577;Виктория;Морозов;Sales;Senior;147000,0;7;31;Bachelor;4;2018-07-20
EMP0578;Иван;Васильев;Sales;Mid;117400,0;4;28;Master;4;2021-05-26
EMP0579;Ольга;Иванов;Sales;Mid;115400,0;4;27;Bachelor;5;2021-08-14
EMP0580;Дмитрий;Сидоров;Sales;Manager;371900,0;20;44;Master;5;2005-06-28
EMP0581;Роман;Козлов;Sales;Senior;142400,0;10;34;Master;3;2015-09-28
EMP0582;Роман;Семёнов;Sales;Mid;104500,0;4;29;Bachelor;4;2021-12-01
EMP0583;Наталья;Семёнов;Sales;Lead;231800,0;12;35;Master;5;2013-09-08
EMP0584;Татьяна;Васильев;Sales;Senior;132400,0;7;33;Master;3;2018-09-10
EMP0585;Андрей;Волков;Sales;Senior;196900,0;8;31;Master;4;2017-07-20
EMP0586;Сергей;Егоров;Sales;Junior;76800,0;1;25;Bachelor;5;2024-04-30
EMP0587;Виктория;Васильев;Sales;Mid;110500,0;5;29;Master;5;2020-09-06
EMP0588;Сергей;Петров;Sales;Junior;82600,0;3;29;Bachelor;5;2022-07-01
EMP0589;Роман;Васильев;Sales;Mid;103700,0;3;27;Bachelor;4;2022-06-30
EMP0590;Татьяна;Михайлов;Sales;Junior;77500,0;1;25;Master;5;2025-01-30
