customer_id;customer_name;email;phone;country;city;registration_date;customer_segment;birth_date;is_active
805;Клиент 0805;customer805@example.com;+79975693441;Беларусь;Москва;2024-10-06;Экономный;1993-12-25;0
806;Клиент 0806;customer806@example.com;+79650422321;Казахстан;Ростов-на-Дону;2023-07-15;Экономный;1998-11-19;1
807;Клиент 0807;customer807@example.com;+79485726477;Беларусь;Новосибирск;2024-07-10;Экономный;1995-04-23;1
808;Клиент 0808;customer808@example.com;+79049982844;Узбекистан;Казань;2023-01-25;Премиум;1978-01-22;0
809;Клиент 0809;customer809@example.com;+79592146895;Казахстан;Самара;2024-03-14;Стандарт;1999-11-12;0
810;Клиент 0810;customer810@example.com;+79056730376;Россия;Казань;2024-01-28;Экономный;1981-08-25;1
811;Клиент 0811;customer811@example.com;+79380364366;Узбекистан;Челябинск;2022-11-04;Премиум;1998-09-10;1
812;Клиент 0812;customer812@example.com;+79771877163;Узбекистан;Омск;2025-08-19;Премиум;1987-09-12;1
813;Клиент 0813;customer813@example.com;+79823598817;Беларусь;Ростов-на-Дону;2022-11-11;Экономный;1967-05-25;0
814;Клиент 0814;customer814@example.com;+79003105642;Беларусь;Новосибирск;2023-10-23;Премиум;2000-10-30;1
815;Клиент 0815;customer815@example.com;+79222199805;Украина;Ростов-на-Дону;2023-07-13;Экономный;1962-06-10;1
816;Клиент 0816;customer816@example.com;+79965681542;Казахстан;Екатеринбург;2024-10-25;Экономный;1996-09-23;1
817;Клиент 0817;customer817@example.com;+79850945266;Беларусь;Самара;2022-12-25;Стандарт;1978-04-02;1
818;Клиент 0818;customer818@example.com;+79274372850;Беларусь;Ростов-на-Дону;2025-02-06;Премиум;1994-01-07;1
819;Клиент 0819;customer819@example.com;+79427824867;Украина;Самара;2023-11-25;Стандарт;1985-10-30;1
820;Клиент 0820;customer820@example.com;+79652860151;Украина;Нижний Новгород;2025-06-07;Экономный;1977-06-16;0
821;Клиент 0821;customer821@example.com;+79070862773;Беларусь;Челябинск;2024-12-11;Премиум;1977-10-21;0
822;Клиент 0822;customer822@example.com;+79195520040;Казахстан;Омск;2023-11-22;Стандарт;1986-10-19;1
823;Клиент 0823;customer823@example.com;+79828728381;Россия;Новосибирск;2025-03-11;Премиум;1973-07-23;1
824;Клиент 0824;customer824@example.com;+79079588799;Казахстан;Нижний Новгород;2022-12-16;Экономный;1983-12-08;1
825;Клиент 0825;customer825@example.com;+79619636651;Казахстан;Москва;2025-04-04;Премиум;2001-12-28;1
826;Клиент 0826;customer826@example.com;+79455566543;Узбекистан;Екатеринбург;2023-11-09;Стандарт;1996-09-11;1
827;Клиент 0827;customer827@example.com;+79887777981;Россия;Ростов-на-Дону;2025-01-08;Стандарт;1970-11-19;0
828;Клиент 0828;customer828@example.com;+79482452064;Беларусь;Екатеринбург;2025-03-24;Стандарт;1986-08-03;1
829;Клиент 0829;customer829@example.com;+79672430679;Казахстан;Нижний Новгород;2025-05-24;Стандарт;1993-01-15;1
830;Клиент 0830;customer830@example.com;+79730716716;Россия;Москва;2023-12-01;Премиум;1967-04-27;0
831;Клиент 0831;customer831@example.com;+79116636374;Украина;Москва;2024-04-05;Стандарт;2002-09-19;1
832;Клиент 0832;customer832@example.com;+79927128257;Казахстан;Омск;2025-01-29;Стандарт;2001-11-05;0
833;Клиент 0833;customer833@example.com;+79116578441;Узбекистан;Екатеринбург;2025-01-22;Экономный;1975-12-05;1
834;Клиент 0834;customer834@example.com;+79413361801;Украина;Ростов-на-Дону;2025-07-18;Стандарт;1983-04-24;1
835;Клиент 0835;customer835@example.com;+79413002703;Россия;Самара;2022-09-13;Экономный;1995-10-14;0
836;Клиент 0836;customer836@example.com;+79304765011;Россия;Санкт-Петербург;2024-04-20;Экономный;2004-05-10;1
837;Клиент 0837;customer837@example.com;+79540199405;Россия;Челябинск;2025-01-17;Стандарт;1978-04-02;1
838;Клиент 0838;customer838@example.com;+79811231205;Узбекистан;Новосибирск;2023-05-27;Экономный;1970-10-06;0
839;Клиент 0839;customer839@example.com;+79604828371;Узбекистан;Санкт-Петербург;2024-09-15;Премиум;1966-04-27;1
840;Клиент 0840;customer840@example.com;+79765289178;Казахстан;Нижний Новгород;2025-05-20;Экономный;1981-02-08;1
841;Клиент 0841;customer841@example.com;+79083576456;Казахстан;Казань;2023-03-01;Экономный;1980-12-14;1
842;Клиент 0842;customer842@example.com;+79802275196;Украина;Москва;2024-10-14;Экономный;1970-10-05;1
843;Клиент 0843;customer843@example.com;+79761316289;Украина;Казань;2023-10-18;Экономный;1986-02-21;0
844;Клиент 0844;customer844@example.com;+79298612917;Беларусь;Самара;2025-04-03;Экономный;2007-04-30;1
845;Клиент 0845;customer845@example.com;+79164532439;Узбекистан;Казань;2025-03-11;Стандарт;2001-05-15;1
846;Клиент 0846;customer846@example.com;+79404198921;Украина;Самара;2023-06-15;Экономный;1976-08-20;0
847;Клиент 0847;customer847@example.com;+79537114072;Казахстан;Москва;2025-06-12;Экономный;1999-02-22;1
848;Клиент 0848;customer848@example.com;+79692214992;Казахстан;Ростов-на-Дону;2024-11-29;Стандарт;1960-08-12;1
849;Клиент 0849;customer849@example.com;+79329853188;Беларусь;Ростов-на-Дону;2025-03-07;Премиум;1988-07-19;1
850;Клиент 0850;customer850@example.com;+79942712871;Беларусь;Нижний Новгород;2024-08-20;Премиум;1987-04-16;1
851;Клиент 0851;customer851@example.com;+79665996367;Казахстан;Нижний Новгород;2023-06-06;Экономный;2001-07-31;1
852;Клиент 0852;customer852@example.com;+79787111731;Украина;Москва;2023-01-27;Стандарт;1981-01-09;1
853;Клиент 0853;customer853@example.com;+79037806245;Казахстан;Екатеринбург;2025-06-07;Экономный;1981-10-30;1
854;Клиент 0854;customer854@example.com;+79199522122;Беларусь;Казань;2025-04-09;Экономный;1979-11-24;0
855;Клиент 0855;customer855@example.com;+79503099098;Узбекистан;Нижний Новгород;2025-02-05;Экономный;1966-11-10;0
856;Клиент 0856;customer856@example.com;+79005543302;Россия;Екатеринбург;2025-02-13;Премиум;1978-05-09;1
857;Клиент 0857;customer857@example.com;+79622714877;Беларусь;Самара;2024-07-16;Экономный;2001-09-20;1
858;Клиент 0858;customer858@example.com;+79832732743;Казахстан;Екатеринбург;2024-08-10;Стандарт;1982-10-23;1
859;Клиент 0859;customer859@example.com;+79826833175;Беларусь;Нижний Новгород;2023-03-01;Стандарт;1977-11-08;1
860;Клиент 0860;customer860@example.com;+79747584527;Украина;Казань;2023-07-11;Премиум;1977-12-22;0
861;Клиент 0861;customer861@example.com;+79988915246;Беларусь;Челябинск;2023-03-15;Экономный;1999-03-22;1
862;Клиент 0862;customer862@example.com;+79157752365;Узбекистан;Челябинск;2024-09-06;Стандарт;1989-08-22;1
863;Клиент 0863;customer863@example.com;+79766427800;Россия;Челябинск;2025-07-26;Премиум;1971-08-17;0
864;Клиент 0864;customer864@example.com;+79411505074;Россия;Екатеринбург;2023-06-25;Премиум;2002-06-27;1
865;Клиент 0865;customer865@example.com;+79914107541;Казахстан;Ростов-на-Дону;2025-04-24;Экономный;1961-08-04;1
866;Клиент 0866;customer866@example.com;+79895398328;Украина;Нижний Новгород;2023-09-19;Экономный;1964-10-27;1
867;Клиент 0867;customer867@example.com;+79076132830;Украина;Новосибирск;2022-11-10;Стандарт;1996-11-10;1
868;Клиент 0868;customer868@example.com;+79107287672;Беларусь;Москва;2024-03-28;Экономный;1983-07-19;1
869;Клиент 0869;customer869@example.com;+79111020341;Украина;Казань;2024-07-15;Экономный;1972-01-26;0
870;Клиент 0870;customer870@example.com;+79338928499;Беларусь;Москва;2023-02-27;Экономный;1974-05-02;1
871;Клиент 0871;customer871@example.com;+79297858896;Россия;Нижний Новгород;2025-07-04;Стандарт;1987-05-17;0
872;Клиент 0872;customer872@example.com;+79747139002;Казахстан;Санкт-Петербург;2022-10-04;Экономный;2002-12-06;1
873;Клиент 0873;customer873@example.com;+79796646329;Узбекистан;Казань;2025-05-21;Экономный;1964-01-30;1
874;Клиент 0874;customer874@example.com;+79372698211;Беларусь;Москва;2023-10-19;Экономный;1992-05-29;1
875;Клиент 0875;customer875@example.com;+79320829770;Казахстан;Омск;2025-06-05;Экономный;1981-08-13;1
876;Клиент 0876;customer876@example.com;+79718754844;Россия;Санкт-Петербург;2023-02-02;Премиум;2004-05-03;1
877;Клиент 0877;customer877@example.com;+79706139531;Россия;Омск;2025-02-23;Экономный;1978-01-22;0
878;Клиент 0878;customer878@example.com;+79010098458;Узбекистан;Казань;2023-10-27;Стандарт;1960-08-12;1
879;Клиент 0879;customer879@example.com;+79278868926;Казахстан;Казань;2025-02-05;Стандарт;2003-11-25;0
880;Клиент 0880;customer880@example.com;+79002210084;Украина;Санкт-Петербург;2025-02-09;Стандарт;1966-10-24;1
881;Клиент 0881;customer881@example.com;+79613409135;Украина;Нижний Новгород;2024-06-20;Премиум;1998-11-05;1
882;Клиент 0882;customer882@example.com;+79569671971;Беларусь;Москва;2023-01-06;Экономный;2007-07-11;1
883;Клиент 0883;customer883@example.com;+79326189780;Беларусь;Челябинск;2023-09-01;Премиум;2003-06-22;0
884;Клиент 0884;customer884@example.com;+79926084552;Казахстан;Ростов-на-Дону;2024-03-08;Премиум;1987-07-17;1
885;Клиент 0885;customer885@example.com;+79564582725;Украина;Омск;2022-12-18;Стандарт;2001-03-10;1
886;Клиент 0886;customer886@example.com;+79254750799;Беларусь;Москва;2023-03-22;Премиум;1987-02-20;1
887;Клиент 0887;customer887@example.com;+79701692570;Украина;Нижний Новгород;2022-12-17;Экономный;1971-12-19;1
888;Клиент 0888;customer888@example.com;+79711331907;Беларусь;Новосибирск;2025-01-02;Экономный;1967-09-15;1
889;Клиент 0889;customer889@example.com;+79111311410;Украина;Самара;2023-05-14;Стандарт;1967-12-02;0
890;Клиент 0890;customer890@example.com;+79463683847;Казахстан;Самара;2023-08-25;Стандарт;1989-09-20;1
891;Клиент 0891;customer891@example.com;+79789786525;Узбекистан;Новосибирск;2024-01-01;Экономный;1962-11-06;1
892;Клиент 0892;customer892@example.com;+79824335163;Россия;Москва;2022-11-13;Стандарт;1981-01-01;1
893;Клиент 0893;customer893@example.com;+79872113057;Беларусь;Ростов-на-Дону;2025-02-26;Премиум;1962-11-24;1
894;Клиент 0894;customer894@example.com;+79208003632;Россия;Москва;2025-07-25;Стандарт;1965-03-08;1
895;Клиент 0895;customer895@example.com;+79212359738;Украина;Новосибирск;2024-10-07;Экономный;1991-01-17;1
896;Клиент 0896;customer896@example.com;+79993158630;Россия;Екатеринбург;2024-04-21;Премиум;2006-09-09;1
897;Клиент 0897;customer897@example.com;+79002723237;Россия;Нижний Новгород;2024-07-08;Премиум;1971-05-05;0
898;Клиент 0898;customer898@example.com;+79259578343;Узбекистан;Омск;2025-04-23;Экономный;1968-03-26;1
899;Клиент 0899;customer899@example.com;+79877147134;Узбекистан;Самара;2023-03-03;Экономный;1990-09-28;1
900;Клиент 0900;customer900@example.com;+79555718072;Узбекистан;Москва;2024-02-17;Стандарт;1987-02-13;1
901;Клиент 0901;customer901@example.com;+79146472574;Россия;Екатеринбург;2025-03-17;Премиум;2004-04-06;1
902;Клиент 0902;customer902@example.com;+79054742422;Украина;Москва;2023-03-09;Стандарт;1976-09-21;1
903;Клиент 0903;customer903@example.com;+79069429436;Беларусь;Самара;2024-11-30;Экономный;1966-01-05;1
904;Клиент 0904;customer904@example.com;+79158844391;Украина;Екатеринбург;2025-05-18;Стандарт;1992-01-29;1
905;Клиент 0905;customer905@example.com;+79511461144;Украина;Казань;2023-03-05;Премиум;1987-03-22;0
906;Клиент 0906;customer906@example.com;+79095154523;Беларусь;Новосибирск;2023-09-14;Премиум;1981-01-22;1
907;Клиент 0907;customer907@example.com;+79604112204;Узбекистан;Санкт-Петербург;2022-10-02;Стандарт;1967-12-23;1
908;Клиент 0908;customer908@example.com;+79523827849;Украина;Ростов-на-Дону;2024-03-07;Премиум;1986-12-21;1
909;Клиент 0909;customer909@example.com;+79598467305;Беларусь;Ростов-на-Дону;2024-11-24;Премиум;2007-03-27;1
910;Клиент 0910;customer910@example.com;+79497677762;Россия;Нижний Новгород;2023-05-16;Премиум;1992-10-23;1
911;Клиент 0911;customer911@example.com;+79347537856;Россия;Самара;2023-02-05;Стандарт;1982-05-17;1
912;Клиент 0912;customer912@example.com;+79317762878;Узбекистан;Нижний Новгород;2022-12-09;Стандарт;2007-04-22;1
913;Клиент 0913;customer913@example.com;+79288060909;Россия;Казань;2025-04-28;Стандарт;2000-09-30;1
914;Клиент 0914;customer914@example.com;+79929554393;Беларусь;Ростов-на-Дону;2025-01-29;Экономный;1991-09-26;1
915;Клиент 0915;customer915@example.com;+79109743751;Россия;Ростов-на-Дону;2025-08-18;Экономный;1971-06-04;0
916;Клиент 0916;customer916@example.com;+79621113280;Казахстан;Самара;2023-06-18;Экономный;2007-07-01;1
917;Клиент 0917;customer917@example.com;+79533536225;Украина;Омск;2022-11-21;Премиум;2001-02-14;1
918;Клиент 0918;customer918@example.com;+79695176759;Узбекистан;Челябинск;2023-12-05;Стандарт;2004-04-15;1
919;Клиент 0919;customer919@example.com;+79919208013;Беларусь;Санкт-Петербург;2022-11-20;Стандарт;1997-09-12;1
920;Клиент 0920;customer920@example.com;+79610021192;Казахстан;Ростов-на-Дону;2024-04-22;Экономный;2001-04-23;1
921;Клиент 0921;customer921@example.com;+79042657294;Казахстан;Ростов-на-Дону;2023-02-17;Премиум;1989-05-03;1
922;Клиент 0922;customer922@example.com;+79449816778;Россия;Новосибирск;2025-06-04;Экономный;1985-06-03;1
923;Клиент 0923;customer923@example.com;+79661166530;Казахстан;Ростов-на-Дону;2023-07-03;Экономный;1973-10-05;0
924;Клиент 0924;customer924@example.com;+79982821165;Беларусь;Омск;2025-04-23;Экономный;2003-06-22;0
925;Клиент 0925;customer925@example.com;+79529598367;Беларусь;Самара;2022-10-22;Экономный;1985-10-05;0
926;Клиент 0926;customer926@example.com;+79431597309;Узбекистан;Санкт-Петербург;2024-07-20;Премиум;1999-11-12;1
927;Клиент 0927;customer927@example.com;+79552861703;Казахстан;Казань;2025-08-21;Экономный;1989-03-31;1
928;Клиент 0928;customer928@example.com;+79821914637;Россия;Санкт-Петербург;2023-11-09;Экономный;1961-07-16;1
929;Клиент 0929;customer929@example.com;+79891851797;Узбекистан;Казань;2022-11-14;Премиум;1973-12-21;1
930;Клиент 0930;customer930@example.com;+79370031655;Россия;Екатеринбург;2023-12-14;Премиум;1982-01-10;1
931;Клиент 0931;customer931@example.com;+79122818789;Казахстан;Москва;2025-08-30;Премиум;1988-03-10;1
932;Клиент 0932;customer932@example.com;+79760288436;Украина;Самара;2022-09-08;Премиум;1993-09-01;1
933;Клиент 0933;customer933@example.com;+79627849776;Россия;Омск;2024-03-26;Стандарт;1963-03-18;1
934;Клиент 0934;customer934@example.com;+79297589553;Россия;Санкт-Петербург;2023-09-14;Стандарт;2001-12-19;0
935;Клиент 0935;customer935@example.com;+79468941257;Беларусь;Ростов-на-Дону;2024-03-08;Стандарт;1968-10-29;1
936;Клиент 0936;customer936@example.com;+79671927587;Россия;Ростов-на-Дону;2024-02-19;Экономный;1997-08-24;1
937;Клиент 0937;customer937@example.com;+79160399182;Украина;Новосибирск;2025-08-05;Стандарт;1964-06-16;1
938;Клиент 0938;customer938@example.com;+79938754505;Казахстан;Новосибирск;2024-02-20;Стандарт;2003-05-18;1
939;Клиент 0939;customer939@example.com;+79448581126;Россия;Омск;2024-06-01;Экономный;2002-03-27;1
940;Клиент 0940;customer940@example.com;+79264382193;Беларусь;Новосибирск;2023-06-09;Премиум;1979-10-28;0
941;Клиент 0941;customer941@example.com;+79561788097;Узбекистан;Челябинск;2023-11-05;Стандарт;1976-10-13;1
942;Клиент 0942;customer942@example.com;+79544631604;Украина;Санкт-Петербург;2022-09-07;Премиум;1991-08-24;1
943;Клиент 0943;customer943@example.com;+79181715149;Казахстан;Новосибирск;2025-07-31;Стандарт;1965-11-21;1
944;Клиент 0944;customer944@example.com;+79200066338;Беларусь;Нижний Новгород;2023-05-27;Премиум;2002-09-21;1
945;Клиент 0945;customer945@example.com;+79884043867;Узбекистан;Москва;2023-02-05;Стандарт;1994-12-19;0
946;Клиент 0946;customer946@example.com;+79922009394;Узбекистан;Ростов-на-Дону;2024-04-09;Экономный;2002-09-10;1
947;Клиент 0947;customer947@example.com;+79644376667;Узбекистан;Санкт-Петербург;2025-03-28;Стандарт;1984-11-28;1
948;Клиент 0948;customer948@example.com;+79236900428;Россия;Новосибирск;2025-01-05;Стандарт;1964-06-24;0
949;Клиент 0949;customer949@example.com;+79743855695;Украина;Москва;2023-09-12;Экономный;2000-04-07;0
950;Клиент 0950;customer950@example.com;+79744697502;Казахстан;Екатеринбург;2023-07-11;Экономный;1990-09-28;1
951;Клиент 0951;customer951@example.com;+79804001823;Украина;Казань;2022-12-24;Премиум;1983-03-05;1
952;Клиент 0952;customer952@example.com;+79308399341;Казахстан;Нижний Новгород;2024-04-30;Премиум;1960-02-18;0
953;Клиент 0953;customer953@example.com;+79716035433;Беларусь;Челябинск;2025-06-27;Стандарт;1976-04-20;0
954;Клиент 0954;customer954@example.com;+79520373678;Россия;Москва;2025-02-21;Экономный;1970-10-12;0
955;Клиент 0955;customer955@example.com;+79380531777;Казахстан;Казань;2024-12-22;Премиум;1961-04-07;0
956;Клиент 0956;customer956@example.com;+79449087803;Украина;Ростов-на-Дону;2022-11-30;Экономный;1997-03-06;1
957;Клиент 0957;customer957@example.com;+79509993052;Узбекистан;Санкт-Петербург;2022-11-16;Экономный;1962-11-07;1
958;Клиент 0958;customer958@example.com;+79765699440;Украина;Москва;2023-04-05;Стандарт;1977-01-30;1
959;Клиент 0959;customer959@example.com;+79581342364;Беларусь;Екатеринбург;2024-06-04;Экономный;1985-09-23;0
960;Клиент 0960;customer960@example.com;+79594386132;Украина;Омск;2024-11-27;Премиум;1989-04-16;1
961;Клиент 0961;customer961@example.com;+79647367335;Беларусь;Екатеринбург;2024-11-27;Премиум;1987-10-23;1
962;Клиент 0962;customer962@example.com;+79566928083;Россия;Екатеринбург;2023-03-01;Стандарт;1984-09-12;0
963;Клиент 0963;customer963@example.com;+79284944942;Беларусь;Челябинск;2024-06-09;Премиум;1997-01-20;1
964;Клиент 0964;customer964@example.com;+79548227148;Беларусь;Москва;2023-03-08;Экономный;1983-02-17;1
965;Клиент 0965;customer965@example.com;+79115059933;Украина;Казань;2025-01-22;Премиум;1995-07-15;1
966;Клиент 0966;customer966@example.com;+79365593072;Беларусь;Омск;2022-11-26;Стандарт;1966-05-04;0
967;Клиент 0967;customer967@example.com;+79311950409;Украина;Москва;2022-09-25;Экономный;1977-10-22;0
968;Клиент 0968;customer968@example.com;+79022279602;Узбекистан;Новосибирск;2024-08-04;Премиум;1962-07-02;0
969;Клиент 0969;customer969@example.com;+79422741442;Россия;Новосибирск;2024-05-04;Премиум;2005-12-07;1
970;Клиент 0970;customer970@example.com;+79685899930;Узбекистан;Челябинск;2024-07-09;Премиум;1961-05-30;1
971;Клиент 0971;customer971@example.com;+79466437091;Россия;Омск;2024-08-01;Стандарт;1976-02-01;1
972;Клиент 0972;customer972@example.com;+79542002812;Украина;Санкт-Петербург;2025-06-14;Экономный;2007-03-24;1
973;Клиент 0973;customer973@example.com;+79151113078;Беларусь;Новосибирск;2024-08-03;Экономный;1970-11-28;1
974;Клиент 0974;customer974@example.com;+79322403641;Россия;Челябинск;2023-03-12;Стандарт;1978-04-25;1
975;Клиент 0975;customer975@example.com;+79339526375;Узбекистан;Омск;2022-10-04;Экономный;1979-09-22;0
976;Клиент 0976;customer976@example.com;+79868588411;Узбекистан;Нижний Новгород;2024-05-26;Стандарт;2001-10-30;1
977;Клиент 0977;customer977@example.com;+79011739472;Казахстан;Омск;2025-06-04;Стандарт;1966-02-06;1
978;Клиент 0978;customer978@example.com;+79182216482;Россия;Новосибирск;2025-08-08;Экономный;1964-10-29;1
979;Клиент 0979;customer979@example.com;+79609755347;Россия;Нижний Новгород;2023-08-28;Премиум;1968-12-14;1
980;Клиент 0980;customer980@example.com;+79660593144;Казахстан;Санкт-Петербург;2025-01-21;Экономный;1977-05-09;0
981;Клиент 0981;customer981@example.com;+79698595459;Узбекистан;Самара;2023-10-10;Экономный;2006-10-06;1
982;Клиент 0982;customer982@example.com;+79612671940;Россия;Санкт-Петербург;2025-06-03;Стандарт;1987-03-20;1
983;Клиент 0983;customer983@example.com;+79543142434;Беларусь;Челябинск;2025-04-20;Премиум;1989-09-30;1
984;Клиент 0984;customer984@example.com;+79982685218;Россия;Нижний Новгород;2025-06-13;Премиум;2005-09-24;1
985;Клиент 0985;customer985@example.com;+79671274341;Россия;Ростов-на-Дону;2025-04-25;Премиум;1962-01-25;1
986;Клиент 0986;customer986@example.com;+79701895607;Узбекистан;Новосибирск;2023-01-20;Стандарт;2005-08-20;1
987;Клиент 0987;customer987@example.com;+79459728214;Россия;Нижний Новгород;2023-10-11;Стандарт;1962-10-24;1
988;Клиент 0988;customer988@example.com;+79117349245;Беларусь;Новосибирск;2025-03-07;Экономный;1981-10-13;1
989;Клиент 0989;customer989@example.com;+79836358900;Казахстан;Самара;2023-01-16;Стандарт;1981-10-07;0
990;Клиент 0990;customer990@example.com;+79900138435;Россия;Екатеринбург;2025-03-07;Экономный;1986-10-18;1
991;Клиент 0991;customer991@example.com;+79382931218;Казахстан;Екатеринбург;2023-10-03;Экономный;1960-01-24;1
992;Клиент 0992;customer992@example.com;+79954827283;Россия;Самара;2025-06-16;Экономный;1967-09-09;1
993;Клиент 0993;customer993@example.com;+79716080852;Узбекистан;Екатеринбург;2024-04-04;Премиум;2007-08-03;1
994;Клиент 0994;customer994@example.com;+79177748970;Казахстан;Челябинск;2023-04-10;Премиум;1981-08-04;1
995;Клиент 0995;customer995@example.com;+79805166127;Украина;Новосибирск;2024-01-05;Стандарт;1983-02-11;0
996;Клиент 0996;customer996@example.com;+79185421019;Узбекистан;Нижний Новгород;2024-02-26;Экономный;1983-12-13;1
997;Клиент 0997;customer997@example.com;+79369833495;Узбекистан;Омск;2023-01-07;Премиум;1974-10-16;1
998;Клиент 0998;customer998@example.com;+79453290139;Узбекистан;Омск;2025-07-20;Премиум;1965-11-02;1
999;Клиент 0999;customer999@example.com;+79447679552;Украина;Самара;2023-09-21;Стандарт;2003-06-02;1
1000;Клиент 1000;customer1000@example.com;+79756350185;Казахстан;Санкт-Петербург;2024-08-02;Премиум;1968-11-20;1
1001;Клиент 1001;customer1001@example.com;+79572152467;Беларусь;Самара;2024-02-01;Стандарт;1977-08-31;1
1002;Клиент 1002;customer1002@example.com;+79086896689;Украина;Ростов-на-Дону;2025-02-21;Премиум;1993-03-24;1
1003;Клиент 1003;customer1003@example.com;+79391700216;Украина;Москва;2024-12-23;Экономный;1980-05-22;1
1004;Клиент 1004;customer1004@example.com;+79667218932;Узбекистан;Москва;2024-05-21;Премиум;2006-12-29;1
1005;Клиент 1005;customer1005@example.com;+79458025934;Россия;Екатеринбург;2024-03-09;Экономный;1969-04-09;0
1006;Клиент 1006;customer1006@example.com;+79037969490;Беларусь;Москва;2024-12-15;Премиум;1974-02-26;1
1007;Клиент 1007;customer1007@example.com;+79209072306;Казахстан;Нижний Новгород;2022-12-20;Стандарт;1966-02-27;1
1008;Клиент 1008;customer1008@example.com;+79205568609;Казахстан;Нижний Новгород;2025-04-12;Экономный;1965-08-25;1
1009;Клиент 1009;customer1009@example.com;+79533646969;Беларусь;Самара;2024-01-07;Экономный;1995-04-01;1
1010;Клиент 1010;customer1010@example.com;+79617686815;Россия;Казань;2024-04-01;Премиум;1979-09-15;0
1011;Клиент 1011;customer1011@example.com;+79436651219;Узбекистан;Новосибирск;2024-02-25;Экономный;1998-04-30;0
1012;Клиент 1012;customer1012@example.com;+79048830148;Беларусь;Самара;2025-02-15;Экономный;1979-08-09;0
1013;Клиент 1013;customer1013@example.com;+79845338740;Беларусь;Казань;2024-10-07;Стандарт;1964-08-23;0
1014;Клиент 1014;customer1014@example.com;+79334561069;Россия;Екатеринбург;2022-10-10;Премиум;1995-03-30;0
1015;Клиент 1015;customer1015@example.com;+79473392554;Украина;Екатеринбург;2024-01-14;Экономный;2004-11-18;1
1016;Клиент 1016;customer1016@example.com;+79924254109;Украина;Казань;2023-11-16;Экономный;1977-01-31;1
1017;Клиент 1017;customer1017@example.com;+79824824411;Казахстан;Ростов-на-Дону;2025-03-23;Стандарт;2006-05-26;1
1018;Клиент 1018;customer1018@example.com;+79739130125;Казахстан;Екатеринбург;2023-11-22;Экономный;1972-01-01;1
1019;Клиент 1019;customer1019@example.com;+79535544445;Беларусь;Самара;2023-02-21;Стандарт;1980-04-20;0
1020;Клиент 1020;customer1020@example.com;+79941550606;Беларусь;Екатеринбург;2023-01-31;Экономный;1962-09-27;1
1021;Клиент 1021;customer1021@example.com;+79006993352;Узбекистан;Казань;2023-11-04;Экономный;1970-05-25;1
1022;Клиент 1022;customer1022@example.com;+79655838424;Узбекистан;Екатеринбург;2025-05-28;Экономный;1971-06-22;0
1023;Клиент 1023;customer1023@example.com;+79767750414;Россия;Самара;2024-09-09;Стандарт;1994-03-16;1
1024;Клиент 1024;customer1024@example.com;+79347047016;Украина;Самара;2023-02-25;Премиум;1996-05-03;1
1025;Клиент 1025;customer1025@example.com;+79410794211;Казахстан;Санкт-Петербург;2022-09-18;Экономный;1966-07-21;1
1026;Клиент 1026;customer1026@example.com;+79787681985;Казахстан;Омск;2025-08-17;Стандарт;1994-09-29;1
1027;Клиент 1027;customer1027@example.com;+79594391606;Узбекистан;Челябинск;2023-10-30;Стандарт;1997-05-10;1
1028;Клиент 1028;customer1028@example.com;+79855109272;Узбекистан;Ростов-на-Дону;2023-02-26;Экономный;1991-01-14;1
1029;Клиент 1029;customer1029@example.com;+79613902263;Россия;Самара;2023-05-30;Стандарт;1961-12-24;1
1030;Клиент 1030;customer1030@example.com;+79863689695;Беларусь;Нижний Новгород;2023-08-28;Премиум;1963-11-30;0
1031;Клиент 1031;customer1031@example.com;+79026648886;Казахстан;Москва;2025-06-04;Экономный;1971-05-17;1
1032;Клиент 1032;customer1032@example.com;+79981595820;Казахстан;Самара;2024-07-06;Стандарт;1982-12-06;1
1033;Клиент 1033;customer1033@example.com;+79962966992;Беларусь;Москва;2025-01-10;Премиум;2002-09-03;1
1034;Клиент 1034;customer1034@example.com;+79626966752;Казахстан;Казань;2025-03-08;Экономный;1989-01-22;0
1035;Клиент 1035;customer1035@example.com;+79336756887;Украина;Омск;2025-06-08;Экономный;1997-01-15;1
1036;Клиент 1036;customer1036@example.com;+79964887513;Казахстан;Екатеринбург;2024-01-13;Экономный;1977-12-21;1
1037;Клиент 1037;customer1037@example.com;+79635085017;Узбекистан;Москва;2023-02-13;Премиум;1994-09-22;1
1038;Клиент 1038;customer1038@example.com;+79492400464;Украина;Нижний Новгород;2025-08-08;Премиум;1975-05-17;0
1039;Клиент 1039;customer1039@example.com;+79169305565;Беларусь;Ростов-на-Дону;2022-11-28;Экономный;2005-04-24;1
1040;Клиент 1040;customer1040@example.com;+79156624398;Украина;Нижний Новгород;2023-05-19;Премиум;1985-06-23;1
1041;Клиент 1041;customer1041@example.com;+79115038331;Беларусь;Новосибирск;2024-04-08;Стандарт;1980-02-17;1
1042;Клиент 1042;customer1042@example.com;+79873515098;Россия;Новосибирск;2023-12-15;Стандарт;1968-10-22;0
1043;Клиент 1043;customer1043@example.com;+79252444715;Украина;Москва;2023-09-29;Премиум;1960-01-25;1
1044;Клиент 1044;customer1044@example.com;+79788442169;Беларусь;Екатеринбург;2025-01-20;Экономный;1989-02-14;1
1045;Клиент 1045;customer1045@example.com;+79402495933;Украина;Нижний Новгород;2024-03-25;Премиум;2001-10-16;1
