order_id;customer_name;city;order_date;category;total_amount;payment_method
ORD0098;Дмитрий Волков;Санкт-Петербург;2024-03-09;Смартфоны;15000,0;Наличные при получении
ORD0073;Елена Ильина;Москва;2024-03-09;Смартфоны;15000,0;Банковская карта
ORD0624;Елена Ильина;Новосибирск;2024-03-10;Игровые консоли;54020,86;Электронный кошелек
ORD0834;Ольга Соколова;Москва;2024-03-10;Наушники;2000,0;Банковская карта
ORD0367;Дмитрий Волков;Ростов-на-Дону;2024-03-10;Наушники;2734,37;Банковская карта
ORD0368;Игорь Кузнецов;Омск;2024-03-10;Игровые консоли;31135,48;Банковская карта
ORD0668;Алексей Козлов;Москва;2024-03-10;Игровые консоли;20000,0;Наличные при получении
ORD0806;Владимир Медведев;Нижний Новгород;2024-03-11;Аксессуары;500,0;Электронный кошелек
ORD0386;Сергей Лебедев;Челябинск;2024-03-11;Ноутбуки;30000,0;Банковская карта
ORD0848;Владимир Медведев;Ростов-на-Дону;2024-03-11;Смартфоны;15000,0;Банковская карта
ORD0620;Андрей Васильев;Нижний Новгород;2024-03-11;Наушники;2289,14;Банковская карта
ORD0862;Андрей Васильев;Новосибирск;2024-03-11;Наушники;2000,0;Банковская карта
ORD0790;Игорь Кузнецов;Ростов-на-Дону;2024-03-12;Планшеты;10000,0;Электронный кошелек
ORD0462;Алексей Козлов;Казань;2024-03-12;Наушники;2000,0;Электронный кошелек
ORD0803;Мария Сидорова;Екатеринбург;2024-03-12;Ноутбуки;30000,0;Электронный кошелек
ORD0458;Роман Смирнов;Новосибирск;2024-03-12;Наушники;2000,0;Наличные при получении
ORD0026;Светлана Петрова;Челябинск;2024-03-12;Планшеты;20631,82;Банковская карта
ORD0986;Дмитрий Волков;Новосибирск;2024-03-12;Смартфоны;15000,0;Электронный кошелек
ORD0033;Анна Морозова;Москва;2024-03-12;Смартфоны;17813,28;Банковская карта
ORD0258;Елена Ильина;Нижний Новгород;2024-03-12;Планшеты;10000,0;Банковская карта
ORD0852;Владимир Медведев;Нижний Новгород;2024-03-13;Аксессуары;618,52;Банковская карта
ORD0539;Иван Петров;Новосибирск;2024-03-13;Смартфоны;15000,0;Наличные при получении
ORD0525;Елена Ильина;Самара;2024-03-14;Планшеты;10000,0;Наличные при получении
ORD0928;Юлия Кравцова;Екатеринбург;2024-03-14;Планшеты;10694,54;Электронный кошелек
ORD0285;Виктория Зайцева;Екатеринбург;2024-03-14;Ноутбуки;70187,91;Банковская карта
ORD0998;Мария Сидорова;Москва;2024-03-14;Смартфоны;33226,28;Банковская карта
ORD0061;Сергей Лебедев;Санкт-Петербург;2024-03-15;Аксессуары;752,95;Банковская карта
ORD0148;Роман Смирнов;Новосибирск;2024-03-16;Наушники;2000,0;Банковская карта
ORD0856;Елена Ильина;Москва;2024-03-16;Ноутбуки;30000,0;Банковская карта
ORD0294;Алексей Козлов;Санкт-Петербург;2024-03-16;Наушники;2000,0;Банковская карта
ORD0820;Владимир Медведев;Санкт-Петербург;2024-03-16;Ноутбуки;30000,0;Банковская карта
ORD0857;Игорь Кузнецов;Москва;2024-03-16;Аксессуары;500,0;Банковская карта
ORD0511;Андрей Васильев;Казань;2024-03-16;Аксессуары;500,0;Банковская карта
ORD0049;Алексей Козлов;Екатеринбург;2024-03-16;Аксессуары;554,6;Банковская карта
ORD0295;Елена Ильина;Москва;2024-03-16;Аксессуары;500,0;Банковская карта
ORD0819;Игорь Кузнецов;Москва;2024-03-16;Наушники;2000,0;Банковская карта
ORD0906;Юлия Кравцова;Омск;2024-03-17;Смартфоны;16152,82;Банковская карта
ORD0337;Наталья Федорова;Самара;2024-03-17;Смартфоны;18966,68;Банковская карта
ORD0160;Дмитрий Волков;Нижний Новгород;2024-03-17;Смартфоны;15000,0;Наличные при получении
ORD0859;Ольга Соколова;Екатеринбург;2024-03-18;Аксессуары;784,31;Банковская карта
ORD0961;Роман Смирнов;Москва;2024-03-18;Смартфоны;15000,0;Банковская карта
ORD0894;Алексей Козлов;Санкт-Петербург;2024-03-18;Смартфоны;25467,79;Наличные при получении
ORD0524;Виктория Зайцева;Самара;2024-03-18;Смартфоны;15000,0;Банковская карта
ORD0746;Мария Сидорова;Омск;2024-03-18;Планшеты;18959,74;Наличные при получении
ORD0177;Елена Ильина;Нижний Новгород;2024-03-19;Аксессуары;616,87;Банковская карта
ORD0908;Андрей Васильев;Санкт-Петербург;2024-03-19;Ноутбуки;30000,0;Банковская карта
ORD0410;Екатерина Новикова;Москва;2024-03-19;Аксессуары;682,64;Банковская карта
ORD0507;Сергей Лебедев;Омск;2024-03-20;Планшеты;10000,0;Электронный кошелек
ORD0733;Татьяна Орлова;Казань;2024-03-20;Планшеты;10000,0;Банковская карта
ORD0547;Юлия Кравцова;Москва;2024-03-20;Аксессуары;500,0;Банковская карта
ORD0202;Елена Ильина;Москва;2024-03-20;Смартфоны;15000,0;Банковская карта
ORD0327;Роман Смирнов;Екатеринбург;2024-03-21;Смартфоны;17865,57;Наличные при получении
ORD0300;Дмитрий Волков;Москва;2024-03-21;Наушники;3140,2;Банковская карта
ORD0839;Андрей Васильев;Екатеринбург;2024-03-21;Игровые консоли;31255,93;Наличные при получении
ORD0095;Сергей Лебедев;Челябинск;2024-03-21;Смартфоны;15000,0;Банковская карта
ORD0333;Наталья Федорова;Москва;2024-03-21;Смартфоны;15000,0;Наличные при получении
ORD0102;Михаил Попов;Казань;2024-03-21;Игровые консоли;20000,0;Банковская карта
ORD0993;Елена Ильина;Москва;2024-03-23;Наушники;2000,0;Банковская карта
ORD0088;Дмитрий Волков;Казань;2024-03-24;Смартфоны;22670,71;Наличные при получении
ORD0798;Ольга Соколова;Екатеринбург;2024-03-24;Смартфоны;15000,0;Наличные при получении
ORD0692;Сергей Лебедев;Санкт-Петербург;2024-03-24;Планшеты;10816,49;Банковская карта
ORD0691;Виктория Зайцева;Санкт-Петербург;2024-03-24;Смартфоны;20351,57;Банковская карта
ORD0693;Виктория Зайцева;Новосибирск;2024-03-24;Ноутбуки;30000,0;Банковская карта
ORD0799;Мария Сидорова;Нижний Новгород;2024-03-24;Смартфоны;15000,0;Электронный кошелек
ORD0501;Роман Смирнов;Нижний Новгород;2024-03-25;Планшеты;10000,0;Наличные при получении
ORD0457;Екатерина Новикова;Москва;2024-03-25;Наушники;2000,0;Банковская карта
ORD0832;Дмитрий Волков;Новосибирск;2024-03-25;Наушники;2596,64;Наличные при получении
ORD0467;Елена Ильина;Москва;2024-03-25;Игровые консоли;25451,27;Банковская карта
ORD0224;Елена Ильина;Санкт-Петербург;2024-03-25;Игровые консоли;20000,0;Банковская карта
ORD0389;Виктория Зайцева;Челябинск;2024-03-26;Игровые консоли;43502,24;Наличные при получении
ORD0542;Елена Ильина;Екатеринбург;2024-03-26;Смартфоны;15000,0;Наличные при получении
ORD0671;Сергей Лебедев;Москва;2024-03-27;Ноутбуки;54670,72;Наличные при получении
ORD0036;Алексей Козлов;Челябинск;2024-03-27;Наушники;2000,0;Банковская карта
ORD0211;Елена Ильина;Екатеринбург;2024-03-27;Ноутбуки;30000,0;Наличные при получении
ORD0032;Светлана Петрова;Москва;2024-03-28;Планшеты;10000,0;Банковская карта
ORD0371;Роман Смирнов;Москва;2024-03-28;Игровые консоли;53133,68;Наличные при получении
ORD0762;Екатерина Новикова;Санкт-Петербург;2024-03-28;Аксессуары;500,0;Банковская карта
ORD0875;Андрей Васильев;Москва;2024-03-28;Наушники;2304,87;Наличные при получении
ORD0146;Михаил Попов;Москва;2024-03-28;Аксессуары;750,85;Наличные при получении
ORD0802;Татьяна Орлова;Москва;2024-03-28;Наушники;2000,0;Электронный кошелек
ORD0828;Владимир Медведев;Санкт-Петербург;2024-03-29;Игровые консоли;20000,0;Банковская карта
ORD0754;Ольга Соколова;Санкт-Петербург;2024-03-29;Смартфоны;25619,54;Банковская карта
ORD0478;Юлия Кравцова;Екатеринбург;2024-03-29;Аксессуары;500,0;Наличные при получении
ORD0451;Роман Смирнов;Челябинск;2024-03-30;Планшеты;10962,74;Банковская карта
ORD0463;Виктория Зайцева;Нижний Новгород;2024-03-30;Смартфоны;35783,11;Наличные при получении
ORD0992;Юлия Кравцова;Нижний Новгород;2024-03-30;Смартфоны;15000,0;Наличные при получении
ORD0833;Владимир Медведев;Москва;2024-03-31;Планшеты;10000,0;Банковская карта
ORD0654;Иван Петров;Нижний Новгород;2024-03-31;Ноутбуки;77095,21;Банковская карта
ORD0655;Анна Морозова;Санкт-Петербург;2024-03-31;Смартфоны;19812,77;Наличные при получении
ORD0040;Сергей Лебедев;Санкт-Петербург;2024-04-01;Ноутбуки;50341,11;Банковская карта
ORD0120;Дмитрий Волков;Екатеринбург;2024-04-02;Смартфоны;15000,0;Электронный кошелек
ORD0769;Юлия Кравцова;Санкт-Петербург;2024-04-02;Ноутбуки;50680,99;Банковская карта
ORD0053;Сергей Лебедев;Ростов-на-Дону;2024-04-02;Игровые консоли;20000,0;Банковская карта
ORD0496;Виктория Зайцева;Санкт-Петербург;2024-04-03;Наушники;2000,0;Банковская карта
ORD0411;Дмитрий Волков;Санкт-Петербург;2024-04-03;Смартфоны;20549,06;Наличные при получении
ORD0069;Анна Морозова;Москва;2024-04-03;Ноутбуки;36472,02;Банковская карта
ORD0404;Владимир Медведев;Самара;2024-04-04;Наушники;2000,0;Банковская карта
ORD0824;Андрей Васильев;Санкт-Петербург;2024-04-04;Аксессуары;737,03;Банковская карта
ORD0723;Мария Сидорова;Москва;2024-04-04;Ноутбуки;33193,76;Наличные при получении
ORD0758;Владимир Медведев;Екатеринбург;2024-04-04;Планшеты;13313,52;Электронный кошелек
ORD0165;Дмитрий Волков;Москва;2024-04-05;Смартфоны;15000,0;Банковская карта
ORD0737;Елена Ильина;Санкт-Петербург;2024-04-06;Ноутбуки;30000,0;Электронный кошелек
ORD0696;Ольга Соколова;Казань;2024-04-07;Смартфоны;15000,0;Банковская карта
ORD0516;Елена Ильина;Москва;2024-04-07;Смартфоны;15000,0;Электронный кошелек
ORD0695;Иван Петров;Москва;2024-04-07;Ноутбуки;42884,15;Электронный кошелек
ORD0280;Мария Сидорова;Челябинск;2024-04-07;Планшеты;10000,0;Банковская карта
ORD0795;Ольга Соколова;Москва;2024-04-07;Смартфоны;18618,98;Банковская карта
ORD0066;Дмитрий Волков;Екатеринбург;2024-04-07;Наушники;2290,79;Наличные при получении
ORD0082;Дмитрий Волков;Казань;2024-04-07;Смартфоны;15000,0;Банковская карта
ORD0134;Анна Морозова;Санкт-Петербург;2024-04-07;Смартфоны;15000,0;Банковская карта
ORD0904;Андрей Васильев;Екатеринбург;2024-04-07;Смартфоны;25460,02;Банковская карта
ORD0083;Елена Ильина;Санкт-Петербург;2024-04-07;Ноутбуки;30000,0;Банковская карта
ORD0065;Мария Сидорова;Москва;2024-04-07;Ноутбуки;49900,35;Банковская карта
ORD0279;Ольга Соколова;Нижний Новгород;2024-04-07;Смартфоны;15000,0;Наличные при получении
ORD0630;Иван Петров;Москва;2024-04-08;Планшеты;11050,66;Банковская карта
ORD0484;Виктория Зайцева;Казань;2024-04-08;Смартфоны;15000,0;Банковская карта
ORD0133;Елена Ильина;Москва;2024-04-08;Смартфоны;40621,92;Банковская карта
ORD0567;Сергей Лебедев;Санкт-Петербург;2024-04-08;Наушники;2000,0;Банковская карта
ORD0281;Алексей Козлов;Омск;2024-04-09;Наушники;2319,69;Банковская карта
ORD0643;Алексей Козлов;Москва;2024-04-09;Планшеты;10366,75;Наличные при получении
ORD0670;Алексей Козлов;Москва;2024-04-09;Аксессуары;658,84;Банковская карта
ORD0656;Мария Сидорова;Москва;2024-04-09;Игровые консоли;20000,0;Банковская карта
ORD0680;Ольга Соколова;Самара;2024-04-10;Наушники;2034,74;Банковская карта
ORD0104;Дмитрий Волков;Новосибирск;2024-04-11;Игровые консоли;20000,0;Наличные при получении
ORD0096;Дмитрий Волков;Новосибирск;2024-04-12;Смартфоны;17112,24;Наличные при получении
ORD0884;Андрей Васильев;Москва;2024-04-12;Аксессуары;1300,26;Банковская карта
ORD0203;Елена Ильина;Москва;2024-04-12;Смартфоны;38226,65;Банковская карта
ORD0569;Максим Борисов;Омск;2024-04-12;Наушники;2100,51;Наличные при получении
ORD0464;Михаил Попов;Екатеринбург;2024-04-12;Наушники;2000,0;Банковская карта
ORD0456;Виктория Зайцева;Новосибирск;2024-04-12;Игровые консоли;20000,0;Банковская карта
ORD0317;Сергей Лебедев;Санкт-Петербург;2024-04-13;Планшеты;15281,95;Банковская карта
ORD0963;Андрей Васильев;Москва;2024-04-13;Аксессуары;1418,89;Банковская карта
ORD0249;Ольга Соколова;Ростов-на-Дону;2024-04-13;Игровые консоли;36443,81;Банковская карта
ORD0316;Ольга Соколова;Нижний Новгород;2024-04-13;Наушники;2000,0;Банковская карта
ORD0237;Елена Ильина;Москва;2024-04-14;Аксессуары;500,0;Электронный кошелек
ORD0924;Владимир Медведев;Челябинск;2024-04-14;Ноутбуки;43024,3;Банковская карта
ORD0236;Елена Ильина;Нижний Новгород;2024-04-14;Ноутбуки;30000,0;Банковская карта
ORD0274;Елена Ильина;Омск;2024-04-14;Смартфоны;30364,67;Наличные при получении
ORD0509;Виктория Зайцева;Ростов-на-Дону;2024-04-14;Наушники;3607,48;Наличные при получении
ORD0636;Анна Морозова;Санкт-Петербург;2024-04-14;Смартфоны;15000,0;Наличные при получении
ORD0436;Виктория Зайцева;Нижний Новгород;2024-04-15;Смартфоны;15000,0;Банковская карта
ORD0431;Виктория Зайцева;Москва;2024-04-15;Планшеты;15484,56;Наличные при получении
ORD0241;Дмитрий Волков;Ростов-на-Дону;2024-04-15;Аксессуары;928,27;Наличные при получении
ORD0560;Владимир Медведев;Казань;2024-04-16;Игровые консоли;37498,72;Банковская карта
ORD0638;Мария Сидорова;Москва;2024-04-16;Смартфоны;15716,9;Наличные при получении
ORD0635;Иван Петров;Москва;2024-04-16;Игровые консоли;20000,0;Наличные при получении
ORD0642;Анна Морозова;Санкт-Петербург;2024-04-17;Аксессуары;675,64;Банковская карта
ORD0022;Мария Сидорова;Москва;2024-04-17;Ноутбуки;30000,0;Банковская карта
ORD0660;Ольга Соколова;Екатеринбург;2024-04-17;Ноутбуки;30000,0;Наличные при получении
ORD0513;Сергей Лебедев;Ростов-на-Дону;2024-04-17;Игровые консоли;20000,0;Банковская карта
ORD0765;Мария Сидорова;Москва;2024-04-17;Смартфоны;18220,36;Банковская карта
ORD0943;Татьяна Орлова;Казань;2024-04-18;Аксессуары;946,8;Банковская карта
ORD0384;Игорь Кузнецов;Омск;2024-04-18;Ноутбуки;30000,0;Банковская карта
ORD0256;Светлана Петрова;Екатеринбург;2024-04-18;Ноутбуки;30000,0;Банковская карта
ORD0012;Дмитрий Волков;Ростов-на-Дону;2024-04-18;Игровые консоли;20000,0;Банковская карта
ORD0829;Владимир Медведев;Нижний Новгород;2024-04-18;Аксессуары;814,25;Банковская карта
ORD0286;Алексей Козлов;Москва;2024-04-18;Планшеты;17087,66;Банковская карта
ORD0602;Мария Сидорова;Москва;2024-04-19;Ноутбуки;44252,02;Банковская карта
ORD0686;Виктория Зайцева;Екатеринбург;2024-04-19;Аксессуары;625,18;Банковская карта
ORD0907;Елена Ильина;Самара;2024-04-19;Игровые консоли;20000,0;Электронный кошелек
ORD0118;Максим Борисов;Москва;2024-04-19;Аксессуары;509,57;Наличные при получении
ORD0756;Татьяна Орлова;Челябинск;2024-04-19;Аксессуары;599,03;Банковская карта
ORD0409;Игорь Кузнецов;Омск;2024-04-20;Планшеты;10000,0;Электронный кошелек
ORD0527;Ольга Соколова;Санкт-Петербург;2024-04-20;Ноутбуки;30000,0;Банковская карта
ORD0498;Сергей Лебедев;Москва;2024-04-20;Планшеты;10000,0;Электронный кошелек
ORD0240;Елена Ильина;Москва;2024-04-20;Смартфоны;15000,0;Банковская карта
ORD0497;Максим Борисов;Екатеринбург;2024-04-20;Наушники;2000,0;Банковская карта
ORD0968;Андрей Васильев;Москва;2024-04-20;Ноутбуки;30000,0;Банковская карта
ORD0408;Мария Сидорова;Москва;2024-04-20;Аксессуары;500,0;Банковская карта
ORD0774;Владимир Медведев;Санкт-Петербург;2024-04-21;Игровые консоли;20000,0;Банковская карта
ORD0989;Андрей Васильев;Москва;2024-04-21;Ноутбуки;38574,43;Наличные при получении
ORD0785;Наталья Федорова;Москва;2024-04-21;Наушники;2041,76;Электронный кошелек
ORD0775;Елена Ильина;Челябинск;2024-04-21;Аксессуары;500,0;Банковская карта
ORD0621;Роман Смирнов;Москва;2024-04-22;Планшеты;10000,0;Наличные при получении
ORD0957;Игорь Кузнецов;Новосибирск;2024-04-22;Наушники;2609,48;Наличные при получении
ORD0874;Андрей Васильев;Санкт-Петербург;2024-04-22;Аксессуары;707,83;Банковская карта
ORD0531;Татьяна Орлова;Самара;2024-04-23;Ноутбуки;30000,0;Наличные при получении
ORD0598;Иван Петров;Москва;2024-04-23;Смартфоны;15000,0;Банковская карта
ORD0530;Роман Смирнов;Самара;2024-04-23;Планшеты;10000,0;Электронный кошелек
ORD0905;Владимир Медведев;Санкт-Петербург;2024-04-23;Наушники;2403,57;Банковская карта
ORD0024;Андрей Васильев;Санкт-Петербург;2024-04-24;Игровые консоли;25703,41;Банковская карта
ORD0606;Иван Петров;Новосибирск;2024-04-24;Планшеты;23957,15;Банковская карта
ORD0792;Алексей Козлов;Екатеринбург;2024-04-25;Наушники;2000,0;Электронный кошелек
ORD0611;Дмитрий Волков;Москва;2024-04-25;Аксессуары;500,0;Наличные при получении
ORD0284;Елена Ильина;Москва;2024-04-26;Смартфоны;17526,33;Банковская карта
ORD0932;Алексей Козлов;Самара;2024-04-26;Планшеты;10151,29;Наличные при получении
ORD0559;Игорь Кузнецов;Челябинск;2024-04-26;Аксессуары;500,0;Банковская карта
ORD0590;Сергей Лебедев;Москва;2024-04-26;Наушники;2000,0;Наличные при получении
ORD0149;Ольга Соколова;Москва;2024-04-26;Аксессуары;742,33;Банковская карта
ORD0046;Светлана Петрова;Казань;2024-04-27;Наушники;2000,0;Наличные при получении
ORD0773;Владимир Медведев;Москва;2024-04-27;Аксессуары;639,2;Наличные при получении
ORD0341;Елена Ильина;Новосибирск;2024-04-27;Ноутбуки;30000,0;Наличные при получении
ORD0108;Наталья Федорова;Челябинск;2024-04-27;Аксессуары;563,58;Электронный кошелек
ORD0109;Михаил Попов;Москва;2024-04-27;Наушники;2567,65;Банковская карта
ORD0260;Елена Ильина;Москва;2024-04-28;Планшеты;18916,27;Банковская карта
ORD0259;Светлана Петрова;Екатеринбург;2024-04-28;Смартфоны;23490,2;Банковская карта
ORD0242;Елена Ильина;Ростов-на-Дону;2024-04-29;Аксессуары;500,0;Банковская карта
ORD0959;Елена Ильина;Москва;2024-04-29;Наушники;4824,66;Банковская карта
ORD0784;Мария Сидорова;Санкт-Петербург;2024-04-29;Наушники;4223,3;Наличные при получении
ORD0135;Роман Смирнов;Ростов-на-Дону;2024-04-29;Наушники;2000,0;Наличные при получении
ORD0637;Татьяна Орлова;Екатеринбург;2024-04-29;Ноутбуки;30000,0;Электронный кошелек
ORD0983;Андрей Васильев;Москва;2024-04-30;Планшеты;22142,63;Наличные при получении
ORD0447;Виктория Зайцева;Ростов-на-Дону;2024-04-30;Наушники;2663,69;Банковская карта
ORD0991;Андрей Васильев;Челябинск;2024-04-30;Аксессуары;711,69;Банковская карта
ORD0554;Мария Сидорова;Екатеринбург;2024-05-01;Аксессуары;589,55;Электронный кошелек
ORD0189;Роман Смирнов;Новосибирск;2024-05-01;Ноутбуки;30000,0;Наличные при получении
ORD0825;Мария Сидорова;Екатеринбург;2024-05-01;Наушники;2000,0;Банковская карта
ORD0610;Екатерина Новикова;Нижний Новгород;2024-05-01;Планшеты;10000,0;Банковская карта
ORD0880;Светлана Петрова;Москва;2024-05-02;Планшеты;10000,0;Банковская карта
ORD0651;Сергей Лебедев;Москва;2024-05-02;Смартфоны;15000,0;Банковская карта
ORD0873;Ольга Соколова;Казань;2024-05-02;Планшеты;19843,04;Электронный кошелек
ORD0783;Наталья Федорова;Москва;2024-05-03;Планшеты;10000,0;Электронный кошелек
ORD0847;Ольга Соколова;Москва;2024-05-03;Смартфоны;21421,74;Наличные при получении
ORD0619;Максим Борисов;Челябинск;2024-05-04;Планшеты;10000,0;Наличные при получении
ORD0230;Алексей Козлов;Казань;2024-05-04;Ноутбуки;72277,12;Банковская карта
ORD0293;Роман Смирнов;Самара;2024-05-04;Планшеты;10000,0;Банковская карта
ORD0292;Татьяна Орлова;Москва;2024-05-04;Смартфоны;15000,0;Банковская карта
ORD0229;Максим Борисов;Омск;2024-05-04;Игровые консоли;23012,8;Банковская карта
ORD0990;Мария Сидорова;Самара;2024-05-05;Наушники;4910,26;Электронный кошелек
ORD0885;Ольга Соколова;Челябинск;2024-05-05;Смартфоны;15000,0;Банковская карта
ORD0379;Игорь Кузнецов;Самара;2024-05-05;Ноутбуки;30000,0;Банковская карта
ORD0768;Светлана Петрова;Омск;2024-05-05;Планшеты;10000,0;Банковская карта
ORD0767;Мария Сидорова;Челябинск;2024-05-05;Наушники;2000,0;Банковская карта
ORD0812;Наталья Федорова;Самара;2024-05-05;Аксессуары;628,01;Наличные при получении
ORD0886;Дмитрий Волков;Москва;2024-05-05;Планшеты;10993,73;Электронный кошелек
ORD0378;Алексей Козлов;Москва;2024-05-05;Планшеты;19556,8;Наличные при получении
ORD0816;Андрей Васильев;Новосибирск;2024-05-05;Игровые консоли;20000,0;Наличные при получении
ORD0124;Елена Ильина;Москва;2024-05-06;Аксессуары;500,0;Банковская карта
ORD0568;Ольга Соколова;Санкт-Петербург;2024-05-06;Смартфоны;20955,01;Банковская карта
ORD0796;Андрей Васильев;Омск;2024-05-06;Смартфоны;18974,05;Банковская карта
ORD0997;Андрей Васильев;Омск;2024-05-06;Игровые консоли;20000,0;Банковская карта
ORD0155;Дмитрий Волков;Ростов-на-Дону;2024-05-08;Наушники;2000,0;Банковская карта
ORD0964;Игорь Кузнецов;Санкт-Петербург;2024-05-08;Ноутбуки;30000,0;Электронный кошелек
ORD0303;Роман Смирнов;Екатеринбург;2024-05-08;Смартфоны;19364,59;Банковская карта
ORD0760;Елена Ильина;Челябинск;2024-05-09;Планшеты;10000,0;Банковская карта
ORD0377;Виктория Зайцева;Самара;2024-05-09;Ноутбуки;49745,94;Банковская карта
ORD0161;Ольга Соколова;Санкт-Петербург;2024-05-09;Аксессуары;636,22;Наличные при получении
ORD0601;Михаил Попов;Москва;2024-05-09;Смартфоны;27413,83;Наличные при получении
ORD0309;Екатерина Новикова;Челябинск;2024-05-10;Ноутбуки;32691,56;Банковская карта
ORD0482;Владимир Медведев;Нижний Новгород;2024-05-10;Смартфоны;15000,0;Электронный кошелек
ORD0123;Виктория Зайцева;Санкт-Петербург;2024-05-10;Аксессуары;500,0;Электронный кошелек
ORD0540;Михаил Попов;Москва;2024-05-11;Планшеты;12110,58;Наличные при получении
ORD0227;Елена Ильина;Ростов-на-Дону;2024-05-11;Ноутбуки;62382,58;Банковская карта
ORD0226;Елена Ильина;Москва;2024-05-11;Наушники;2000,0;Банковская карта
ORD0809;Андрей Васильев;Новосибирск;2024-05-12;Смартфоны;29147,54;Банковская карта
ORD0584;Алексей Козлов;Санкт-Петербург;2024-05-12;Планшеты;16122,82;Банковская карта
ORD0984;Ольга Соколова;Москва;2024-05-12;Планшеты;13324,72;Наличные при получении
ORD0903;Андрей Васильев;Москва;2024-05-13;Аксессуары;688,1;Банковская карта
ORD0618;Иван Петров;Москва;2024-05-13;Наушники;2000,0;Банковская карта
ORD0776;Елена Ильина;Москва;2024-05-13;Ноутбуки;43424,51;Банковская карта
ORD0326;Виктория Зайцева;Нижний Новгород;2024-05-13;Ноутбуки;30000,0;Электронный кошелек
ORD0489;Роман Смирнов;Ростов-на-Дону;2024-05-13;Ноутбуки;90975,25;Банковская карта
ORD0593;Роман Смирнов;Москва;2024-05-15;Смартфоны;20661,87;Банковская карта
ORD0827;Елена Ильина;Санкт-Петербург;2024-05-15;Смартфоны;15000,0;Наличные при получении
ORD0194;Светлана Петрова;Казань;2024-05-15;Наушники;2000,0;Банковская карта
ORD0136;Дмитрий Волков;Санкт-Петербург;2024-05-15;Смартфоны;23054,11;Электронный кошелек
ORD0306;Мария Сидорова;Ростов-на-Дону;2024-05-15;Аксессуары;766,53;Банковская карта
ORD0755;Андрей Васильев;Москва;2024-05-16;Игровые консоли;20000,0;Электронный кошелек
ORD0078;Ольга Соколова;Москва;2024-05-16;Наушники;2000,0;Банковская карта
ORD0661;Иван Петров;Санкт-Петербург;2024-05-17;Наушники;2000,0;Банковская карта
ORD0345;Иван Петров;Санкт-Петербург;2024-05-17;Наушники;2363,34;Электронный кошелек
ORD0114;Дмитрий Волков;Челябинск;2024-05-17;Планшеты;10000,0;Электронный кошелек
ORD0842;Алексей Козлов;Казань;2024-05-17;Ноутбуки;42835,13;Наличные при получении
ORD0466;Роман Смирнов;Санкт-Петербург;2024-05-17;Смартфоны;22536,27;Банковская карта
ORD0781;Мария Сидорова;Нижний Новгород;2024-05-17;Смартфоны;15000,0;Банковская карта
ORD0703;Ольга Соколова;Санкт-Петербург;2024-05-18;Ноутбуки;30000,0;Банковская карта
ORD0965;Ольга Соколова;Москва;2024-05-18;Планшеты;10000,0;Электронный кошелек
ORD0702;Иван Петров;Москва;2024-05-18;Ноутбуки;30000,0;Электронный кошелек
ORD0627;Сергей Лебедев;Новосибирск;2024-05-18;Смартфоны;28216,4;Банковская карта
ORD0626;Екатерина Новикова;Санкт-Петербург;2024-05-18;Наушники;2108,6;Электронный кошелек
ORD0269;Алексей Козлов;Санкт-Петербург;2024-05-18;Наушники;2513,78;Банковская карта
ORD0946;Светлана Петрова;Москва;2024-05-19;Планшеты;10000,0;Банковская карта
ORD0353;Мария Сидорова;Казань;2024-05-19;Ноутбуки;82050,31;Наличные при получении
ORD0402;Алексей Козлов;Омск;2024-05-19;Смартфоны;32935,8;Банковская карта
ORD0945;Андрей Васильев;Москва;2024-05-19;Аксессуары;500,0;Наличные при получении
ORD0403;Алексей Козлов;Новосибирск;2024-05-19;Смартфоны;15000,0;Банковская карта
ORD0010;Андрей Васильев;Нижний Новгород;2024-05-19;Планшеты;12266,98;Банковская карта
ORD0011;Игорь Кузнецов;Москва;2024-05-19;Смартфоны;15000,0;Банковская карта
ORD0831;Ольга Соколова;Москва;2024-05-20;Игровые консоли;32620,58;Банковская карта
ORD0521;Ольга Соколова;Екатеринбург;2024-05-20;Смартфоны;15000,0;Наличные при получении
ORD0266;Максим Борисов;Нижний Новгород;2024-05-20;Смартфоны;20951,71;Наличные при получении
ORD0191;Наталья Федорова;Москва;2024-05-20;Смартфоны;15000,0;Банковская карта
ORD0605;Татьяна Орлова;Москва;2024-05-20;Смартфоны;15000,0;Банковская карта
ORD0406;Роман Смирнов;Омск;2024-05-21;Планшеты;10000,0;Наличные при получении
ORD0921;Юлия Кравцова;Самара;2024-05-21;Наушники;2000,0;Банковская карта
ORD0138;Елена Ильина;Нижний Новгород;2024-05-21;Планшеты;10000,0;Наличные при получении
ORD0048;Елена Ильина;Новосибирск;2024-05-21;Смартфоны;15000,0;Наличные при получении
ORD0394;Владимир Медведев;Челябинск;2024-05-21;Планшеты;13219,0;Банковская карта
ORD0826;Игорь Кузнецов;Омск;2024-05-21;Планшеты;10000,0;Наличные при получении
ORD0807;Мария Сидорова;Ростов-на-Дону;2024-05-22;Наушники;2000,0;Наличные при получении
ORD0898;Светлана Петрова;Омск;2024-05-22;Смартфоны;15000,0;Банковская карта
ORD0585;Ольга Соколова;Казань;2024-05-22;Игровые консоли;30992,82;Банковская карта
ORD0085;Дмитрий Волков;Санкт-Петербург;2024-05-22;Игровые консоли;22384,89;Банковская карта
